VYBER;xKOD;xROK;KOD;ROK;KRAJ;KRAJ_POSKYTOVATEL;HOSP
;;X;A101;2007;10;10;214
;;X;A101;2007;10;20;6
;;X;A101;2007;10;31;9
;;X;A101;2007;10;32;1
;;X;A101;2007;10;42;5
;;X;A101;2007;10;51;2
;;X;A101;2007;10;53;2
;;X;A101;2007;10;63;7
;;X;A101;2007;10;72;1
;;X;A101;2007;10;80;1
;;X;A101;2007;20;10;49
;;X;A101;2007;20;20;236
;;X;A101;2007;20;31;12
;;X;A101;2007;20;32;3
;;X;A101;2007;20;41;2
;;X;A101;2007;20;51;2
;;X;A101;2007;20;52;1
;;X;A101;2007;20;53;2
;;X;A101;2007;20;63;6
;;X;A101;2007;31;20;1
;;X;A101;2007;31;31;309
;;X;A101;2007;31;32;1
;;X;A101;2007;31;53;1
;;X;A101;2007;31;64;2
;;X;A101;2007;32;10;4
;;X;A101;2007;32;20;1
;;X;A101;2007;32;31;4
;;X;A101;2007;32;32;224
;;X;A101;2007;32;41;5
;;X;A101;2007;32;42;1
;;X;A101;2007;32;51;1
;;X;A101;2007;41;10;3
;;X;A101;2007;41;31;2
;;X;A101;2007;41;32;3
;;X;A101;2007;41;41;209
;;X;A101;2007;41;42;1
;;X;A101;2007;42;10;3
;;X;A101;2007;42;20;2
;;X;A101;2007;42;31;4
;;X;A101;2007;42;32;3
;;X;A101;2007;42;42;360
;;X;A101;2007;42;51;1
;;X;A101;2007;51;10;13
;;X;A101;2007;51;20;2
;;X;A101;2007;51;32;1
;;X;A101;2007;51;42;6
;;X;A101;2007;51;51;134
;;X;A101;2007;51;52;2
;;X;A101;2007;52;10;1
;;X;A101;2007;52;31;1
;;X;A101;2007;52;41;1
;;X;A101;2007;52;51;3
;;X;A101;2007;52;52;198
;;X;A101;2007;52;71;1
;;X;A101;2007;53;20;3
;;X;A101;2007;53;31;1
;;X;A101;2007;53;52;3
;;X;A101;2007;53;53;167
;;X;A101;2007;53;63;12
;;X;A101;2007;53;64;4
;;X;A101;2007;53;71;4
;;X;A101;2007;53;72;1
;;X;A101;2007;53;80;3
;;X;A101;2007;63;20;1
;;X;A101;2007;63;31;3
;;X;A101;2007;63;41;1
;;X;A101;2007;63;52;1
;;X;A101;2007;63;53;1
;;X;A101;2007;63;63;345
;;X;A101;2007;63;64;5
;;X;A101;2007;63;72;1
;;X;A101;2007;63;80;1
;;X;A101;2007;64;31;1
;;X;A101;2007;64;51;1
;;X;A101;2007;64;52;1
;;X;A101;2007;64;63;5
;;X;A101;2007;64;64;276
;;X;A101;2007;64;71;1
;;X;A101;2007;64;72;8
;;X;A101;2007;64;80;1
;;X;A101;2007;71;10;2
;;X;A101;2007;71;20;1
;;X;A101;2007;71;32;1
;;X;A101;2007;71;42;1
;;X;A101;2007;71;63;1
;;X;A101;2007;71;64;4
;;X;A101;2007;71;71;131
;;X;A101;2007;71;72;2
;;X;A101;2007;71;80;21
;;X;A101;2007;72;10;2
;;X;A101;2007;72;31;1
;;X;A101;2007;72;53;1
;;X;A101;2007;72;64;4
;;X;A101;2007;72;71;4
;;X;A101;2007;72;72;272
;;X;A101;2007;72;80;4
;;X;A101;2007;80;10;3
;;X;A101;2007;80;20;1
;;X;A101;2007;80;31;3
;;X;A101;2007;80;63;2
;;X;A101;2007;80;64;3
;;X;A101;2007;80;71;7
;;X;A101;2007;80;72;2
;;X;A101;2007;80;80;804
;;X;A101;2008;10;10;117
;;X;A101;2008;10;20;6
;;X;A101;2008;10;31;10
;;X;A101;2008;10;32;1
;;X;A101;2008;10;41;4
;;X;A101;2008;10;42;2
;;X;A101;2008;10;51;2
;;X;A101;2008;10;53;1
;;X;A101;2008;10;63;2
;;X;A101;2008;10;64;3
;;X;A101;2008;10;80;1
;;X;A101;2008;20;10;14
;;X;A101;2008;20;20;158
;;X;A101;2008;20;31;6
;;X;A101;2008;20;32;2
;;X;A101;2008;20;41;2
;;X;A101;2008;20;42;2
;;X;A101;2008;20;63;2
;;X;A101;2008;31;10;1
;;X;A101;2008;31;20;1
;;X;A101;2008;31;31;222
;;X;A101;2008;31;32;1
;;X;A101;2008;31;63;3
;;X;A101;2008;31;64;1
;;X;A101;2008;31;72;1
;;X;A101;2008;32;31;2
;;X;A101;2008;32;32;231
;;X;A101;2008;32;41;1
;;X;A101;2008;32;64;2
;;X;A101;2008;41;10;1
;;X;A101;2008;41;20;1
;;X;A101;2008;41;31;2
;;X;A101;2008;41;32;6
;;X;A101;2008;41;41;139
;;X;A101;2008;41;63;3
;;X;A101;2008;41;64;1
;;X;A101;2008;41;71;1
;;X;A101;2008;41;72;1
;;X;A101;2008;42;10;1
;;X;A101;2008;42;32;4
;;X;A101;2008;42;41;1
;;X;A101;2008;42;42;231
;;X;A101;2008;42;53;1
;;X;A101;2008;42;64;1
;;X;A101;2008;42;72;1
;;X;A101;2008;42;80;1
;;X;A101;2008;51;10;17
;;X;A101;2008;51;20;2
;;X;A101;2008;51;42;4
;;X;A101;2008;51;51;126
;;X;A101;2008;51;52;3
;;X;A101;2008;52;51;2
;;X;A101;2008;52;52;151
;;X;A101;2008;52;53;4
;;X;A101;2008;52;64;2
;;X;A101;2008;52;71;1
;;X;A101;2008;52;80;1
;;X;A101;2008;53;32;1
;;X;A101;2008;53;52;2
;;X;A101;2008;53;53;100
;;X;A101;2008;53;63;3
;;X;A101;2008;53;64;5
;;X;A101;2008;63;31;2
;;X;A101;2008;63;52;2
;;X;A101;2008;63;63;314
;;X;A101;2008;63;64;2
;;X;A101;2008;63;71;2
;;X;A101;2008;64;10;1
;;X;A101;2008;64;53;1
;;X;A101;2008;64;63;7
;;X;A101;2008;64;64;326
;;X;A101;2008;64;71;1
;;X;A101;2008;64;72;14
;;X;A101;2008;64;80;1
;;X;A101;2008;71;10;2
;;X;A101;2008;71;71;124
;;X;A101;2008;71;72;3
;;X;A101;2008;71;80;23
;;X;A101;2008;72;41;1
;;X;A101;2008;72;64;6
;;X;A101;2008;72;71;4
;;X;A101;2008;72;72;240
;;X;A101;2008;72;80;2
;;X;A101;2008;80;10;5
;;X;A101;2008;80;20;1
;;X;A101;2008;80;31;2
;;X;A101;2008;80;32;1
;;X;A101;2008;80;41;2
;;X;A101;2008;80;42;1
;;X;A101;2008;80;64;3
;;X;A101;2008;80;71;11
;;X;A101;2008;80;72;5
;;X;A101;2008;80;80;368
;;X;A101;2009;10;10;94
;;X;A101;2009;10;20;5
;;X;A101;2009;10;31;5
;;X;A101;2009;10;32;2
;;X;A101;2009;10;41;1
;;X;A101;2009;10;51;1
;;X;A101;2009;10;63;4
;;X;A101;2009;10;64;3
;;X;A101;2009;20;10;26
;;X;A101;2009;20;20;167
;;X;A101;2009;20;31;2
;;X;A101;2009;20;32;1
;;X;A101;2009;20;41;1
;;X;A101;2009;20;52;3
;;X;A101;2009;20;63;7
;;X;A101;2009;31;10;1
;;X;A101;2009;31;20;1
;;X;A101;2009;31;31;191
;;X;A101;2009;31;32;4
;;X;A101;2009;31;41;1
;;X;A101;2009;31;63;1
;;X;A101;2009;31;71;1
;;X;A101;2009;32;31;1
;;X;A101;2009;32;32;360
;;X;A101;2009;32;41;2
;;X;A101;2009;32;51;1
;;X;A101;2009;32;64;1
;;X;A101;2009;32;72;1
;;X;A101;2009;41;20;1
;;X;A101;2009;41;31;1
;;X;A101;2009;41;32;6
;;X;A101;2009;41;41;136
;;X;A101;2009;41;63;1
;;X;A101;2009;41;64;1
;;X;A101;2009;42;10;1
;;X;A101;2009;42;20;1
;;X;A101;2009;42;32;6
;;X;A101;2009;42;41;1
;;X;A101;2009;42;42;217
;;X;A101;2009;42;51;3
;;X;A101;2009;42;52;4
;;X;A101;2009;42;63;1
;;X;A101;2009;42;64;1
;;X;A101;2009;51;10;6
;;X;A101;2009;51;20;2
;;X;A101;2009;51;32;1
;;X;A101;2009;51;42;2
;;X;A101;2009;51;51;83
;;X;A101;2009;51;52;3
;;X;A101;2009;51;63;1
;;X;A101;2009;52;10;1
;;X;A101;2009;52;20;1
;;X;A101;2009;52;31;1
;;X;A101;2009;52;51;2
;;X;A101;2009;52;52;163
;;X;A101;2009;52;53;1
;;X;A101;2009;52;63;1
;;X;A101;2009;53;10;1
;;X;A101;2009;53;20;1
;;X;A101;2009;53;52;6
;;X;A101;2009;53;53;95
;;X;A101;2009;53;63;6
;;X;A101;2009;53;71;1
;;X;A101;2009;53;72;1
;;X;A101;2009;63;10;2
;;X;A101;2009;63;31;2
;;X;A101;2009;63;32;1
;;X;A101;2009;63;52;1
;;X;A101;2009;63;63;309
;;X;A101;2009;63;64;1
;;X;A101;2009;63;71;1
;;X;A101;2009;63;72;1
;;X;A101;2009;64;10;1
;;X;A101;2009;64;20;2
;;X;A101;2009;64;31;1
;;X;A101;2009;64;41;2
;;X;A101;2009;64;53;1
;;X;A101;2009;64;63;4
;;X;A101;2009;64;64;278
;;X;A101;2009;64;71;1
;;X;A101;2009;64;72;7
;;X;A101;2009;71;31;1
;;X;A101;2009;71;41;1
;;X;A101;2009;71;42;1
;;X;A101;2009;71;52;1
;;X;A101;2009;71;53;1
;;X;A101;2009;71;63;1
;;X;A101;2009;71;71;159
;;X;A101;2009;71;72;6
;;X;A101;2009;71;80;4
;;X;A101;2009;72;63;1
;;X;A101;2009;72;64;5
;;X;A101;2009;72;71;3
;;X;A101;2009;72;72;317
;;X;A101;2009;72;80;1
;;X;A101;2009;80;10;3
;;X;A101;2009;80;32;1
;;X;A101;2009;80;63;2
;;X;A101;2009;80;64;2
;;X;A101;2009;80;71;7
;;X;A101;2009;80;72;2
;;X;A101;2009;80;80;243
;;X;A101;2010;10;10;133
;;X;A101;2010;10;20;7
;;X;A101;2010;10;31;4
;;X;A101;2010;10;32;3
;;X;A101;2010;10;41;2
;;X;A101;2010;10;42;1
;;X;A101;2010;10;51;3
;;X;A101;2010;10;63;4
;;X;A101;2010;10;64;3
;;X;A101;2010;10;72;2
;;X;A101;2010;20;10;26
;;X;A101;2010;20;20;192
;;X;A101;2010;20;31;5
;;X;A101;2010;20;32;2
;;X;A101;2010;20;51;1
;;X;A101;2010;20;52;2
;;X;A101;2010;20;63;1
;;X;A101;2010;20;64;1
;;X;A101;2010;20;72;1
;;X;A101;2010;20;80;3
;;X;A101;2010;31;10;2
;;X;A101;2010;31;20;2
;;X;A101;2010;31;31;197
;;X;A101;2010;31;63;4
;;X;A101;2010;31;64;1
;;X;A101;2010;31;71;1
;;X;A101;2010;31;72;1
;;X;A101;2010;32;10;2
;;X;A101;2010;32;20;4
;;X;A101;2010;32;31;2
;;X;A101;2010;32;32;331
;;X;A101;2010;32;41;2
;;X;A101;2010;32;63;1
;;X;A101;2010;32;64;1
;;X;A101;2010;32;72;2
;;X;A101;2010;32;80;1
;;X;A101;2010;41;10;3
;;X;A101;2010;41;20;1
;;X;A101;2010;41;31;1
;;X;A101;2010;41;32;5
;;X;A101;2010;41;41;128
;;X;A101;2010;41;42;1
;;X;A101;2010;41;53;1
;;X;A101;2010;41;64;2
;;X;A101;2010;41;80;1
;;X;A101;2010;42;10;3
;;X;A101;2010;42;20;3
;;X;A101;2010;42;31;4
;;X;A101;2010;42;32;6
;;X;A101;2010;42;41;2
;;X;A101;2010;42;42;174
;;X;A101;2010;42;51;2
;;X;A101;2010;42;53;1
;;X;A101;2010;42;63;1
;;X;A101;2010;42;64;1
;;X;A101;2010;51;10;14
;;X;A101;2010;51;20;7
;;X;A101;2010;51;41;1
;;X;A101;2010;51;42;2
;;X;A101;2010;51;51;138
;;X;A101;2010;51;52;2
;;X;A101;2010;51;80;1
;;X;A101;2010;52;20;6
;;X;A101;2010;52;31;1
;;X;A101;2010;52;51;1
;;X;A101;2010;52;52;108
;;X;A101;2010;52;53;3
;;X;A101;2010;53;10;1
;;X;A101;2010;53;20;1
;;X;A101;2010;53;32;1
;;X;A101;2010;53;41;1
;;X;A101;2010;53;51;2
;;X;A101;2010;53;52;2
;;X;A101;2010;53;53;148
;;X;A101;2010;53;63;6
;;X;A101;2010;53;80;1
;;X;A101;2010;63;10;1
;;X;A101;2010;63;41;1
;;X;A101;2010;63;63;294
;;X;A101;2010;63;64;4
;;X;A101;2010;63;72;1
;;X;A101;2010;63;80;1
;;X;A101;2010;64;10;3
;;X;A101;2010;64;32;1
;;X;A101;2010;64;51;1
;;X;A101;2010;64;52;3
;;X;A101;2010;64;53;3
;;X;A101;2010;64;63;11
;;X;A101;2010;64;64;473
;;X;A101;2010;64;71;1
;;X;A101;2010;64;72;12
;;X;A101;2010;64;80;1
;;X;A101;2010;71;10;2
;;X;A101;2010;71;32;1
;;X;A101;2010;71;42;1
;;X;A101;2010;71;52;1
;;X;A101;2010;71;63;1
;;X;A101;2010;71;64;2
;;X;A101;2010;71;71;155
;;X;A101;2010;71;72;1
;;X;A101;2010;71;80;4
;;X;A101;2010;72;10;1
;;X;A101;2010;72;64;2
;;X;A101;2010;72;71;6
;;X;A101;2010;72;72;309
;;X;A101;2010;72;80;1
;;X;A101;2010;80;53;1
;;X;A101;2010;80;64;4
;;X;A101;2010;80;71;8
;;X;A101;2010;80;72;4
;;X;A101;2010;80;80;353
;;X;A101;2011;10;10;144
;;X;A101;2011;10;20;6
;;X;A101;2011;10;31;6
;;X;A101;2011;10;32;5
;;X;A101;2011;10;41;1
;;X;A101;2011;10;42;1
;;X;A101;2011;10;51;5
;;X;A101;2011;10;52;1
;;X;A101;2011;10;53;2
;;X;A101;2011;10;63;1
;;X;A101;2011;10;64;1
;;X;A101;2011;10;71;1
;;X;A101;2011;10;80;1
;;X;A101;2011;20;10;47
;;X;A101;2011;20;20;210
;;X;A101;2011;20;31;5
;;X;A101;2011;20;32;5
;;X;A101;2011;20;42;3
;;X;A101;2011;20;51;3
;;X;A101;2011;20;63;6
;;X;A101;2011;20;64;1
;;X;A101;2011;20;72;1
;;X;A101;2011;31;10;2
;;X;A101;2011;31;31;219
;;X;A101;2011;31;53;1
;;X;A101;2011;31;63;9
;;X;A101;2011;32;31;2
;;X;A101;2011;32;32;319
;;X;A101;2011;32;41;2
;;X;A101;2011;32;51;1
;;X;A101;2011;32;63;1
;;X;A101;2011;32;71;2
;;X;A101;2011;41;10;2
;;X;A101;2011;41;31;1
;;X;A101;2011;41;32;10
;;X;A101;2011;41;41;120
;;X;A101;2011;41;42;2
;;X;A101;2011;41;63;1
;;X;A101;2011;42;10;2
;;X;A101;2011;42;20;8
;;X;A101;2011;42;42;175
;;X;A101;2011;42;51;4
;;X;A101;2011;42;52;1
;;X;A101;2011;42;63;1
;;X;A101;2011;51;10;17
;;X;A101;2011;51;20;5
;;X;A101;2011;51;32;1
;;X;A101;2011;51;51;164
;;X;A101;2011;51;64;1
;;X;A101;2011;51;72;1
;;X;A101;2011;52;10;1
;;X;A101;2011;52;20;1
;;X;A101;2011;52;51;5
;;X;A101;2011;52;52;147
;;X;A101;2011;52;53;8
;;X;A101;2011;52;63;2
;;X;A101;2011;53;10;1
;;X;A101;2011;53;31;1
;;X;A101;2011;53;51;2
;;X;A101;2011;53;52;6
;;X;A101;2011;53;53;172
;;X;A101;2011;53;63;13
;;X;A101;2011;53;64;2
;;X;A101;2011;53;72;1
;;X;A101;2011;63;10;1
;;X;A101;2011;63;31;1
;;X;A101;2011;63;41;1
;;X;A101;2011;63;52;1
;;X;A101;2011;63;53;1
;;X;A101;2011;63;63;314
;;X;A101;2011;63;64;6
;;X;A101;2011;63;72;1
;;X;A101;2011;63;80;1
;;X;A101;2011;64;10;1
;;X;A101;2011;64;20;1
;;X;A101;2011;64;31;2
;;X;A101;2011;64;32;1
;;X;A101;2011;64;53;1
;;X;A101;2011;64;63;10
;;X;A101;2011;64;64;396
;;X;A101;2011;64;72;11
;;X;A101;2011;71;10;1
;;X;A101;2011;71;51;1
;;X;A101;2011;71;52;1
;;X;A101;2011;71;64;1
;;X;A101;2011;71;71;115
;;X;A101;2011;71;72;5
;;X;A101;2011;71;80;10
;;X;A101;2011;72;20;4
;;X;A101;2011;72;32;1
;;X;A101;2011;72;64;5
;;X;A101;2011;72;71;4
;;X;A101;2011;72;72;406
;;X;A101;2011;72;80;4
;;X;A101;2011;80;10;2
;;X;A101;2011;80;20;2
;;X;A101;2011;80;31;1
;;X;A101;2011;80;32;1
;;X;A101;2011;80;41;1
;;X;A101;2011;80;52;1
;;X;A101;2011;80;63;3
;;X;A101;2011;80;64;4
;;X;A101;2011;80;71;3
;;X;A101;2011;80;72;5
;;X;A101;2011;80;80;404
;;X;A102;2007;10;10;700
;;X;A102;2007;10;20;12
;;X;A102;2007;10;31;14
;;X;A102;2007;10;32;12
;;X;A102;2007;10;42;2
;;X;A102;2007;10;51;10
;;X;A102;2007;10;52;12
;;X;A102;2007;10;53;2
;;X;A102;2007;10;63;4
;;X;A102;2007;10;71;2
;;X;A102;2007;10;72;4
;;X;A102;2007;10;80;2
;;X;A102;2007;20;10;122
;;X;A102;2007;20;20;342
;;X;A102;2007;20;31;4
;;X;A102;2007;20;32;6
;;X;A102;2007;20;41;2
;;X;A102;2007;20;42;6
;;X;A102;2007;20;51;6
;;X;A102;2007;20;52;6
;;X;A102;2007;20;53;4
;;X;A102;2007;20;63;4
;;X;A102;2007;20;72;6
;;X;A102;2007;31;10;4
;;X;A102;2007;31;31;920
;;X;A102;2007;31;32;4
;;X;A102;2007;31;41;2
;;X;A102;2007;31;42;2
;;X;A102;2007;31;63;4
;;X;A102;2007;31;64;2
;;X;A102;2007;31;71;2
;;X;A102;2007;31;72;4
;;X;A102;2007;32;10;6
;;X;A102;2007;32;20;4
;;X;A102;2007;32;31;6
;;X;A102;2007;32;32;902
;;X;A102;2007;32;42;2
;;X;A102;2007;32;51;4
;;X;A102;2007;32;52;2
;;X;A102;2007;41;10;2
;;X;A102;2007;41;20;2
;;X;A102;2007;41;32;10
;;X;A102;2007;41;41;142
;;X;A102;2007;41;42;2
;;X;A102;2007;41;51;2
;;X;A102;2007;41;64;4
;;X;A102;2007;41;71;4
;;X;A102;2007;42;10;14
;;X;A102;2007;42;20;14
;;X;A102;2007;42;31;4
;;X;A102;2007;42;32;6
;;X;A102;2007;42;41;2
;;X;A102;2007;42;42;638
;;X;A102;2007;42;51;4
;;X;A102;2007;42;64;2
;;X;A102;2007;42;72;2
;;X;A102;2007;51;10;48
;;X;A102;2007;51;20;6
;;X;A102;2007;51;42;8
;;X;A102;2007;51;51;446
;;X;A102;2007;51;52;10
;;X;A102;2007;51;53;2
;;X;A102;2007;51;80;2
;;X;A102;2007;52;10;12
;;X;A102;2007;52;20;2
;;X;A102;2007;52;31;2
;;X;A102;2007;52;51;2
;;X;A102;2007;52;52;724
;;X;A102;2007;52;53;2
;;X;A102;2007;52;64;2
;;X;A102;2007;52;71;2
;;X;A102;2007;53;10;4
;;X;A102;2007;53;20;2
;;X;A102;2007;53;51;2
;;X;A102;2007;53;52;22
;;X;A102;2007;53;53;360
;;X;A102;2007;53;63;4
;;X;A102;2007;53;64;2
;;X;A102;2007;53;72;2
;;X;A102;2007;63;10;4
;;X;A102;2007;63;20;2
;;X;A102;2007;63;31;6
;;X;A102;2007;63;42;2
;;X;A102;2007;63;52;2
;;X;A102;2007;63;53;4
;;X;A102;2007;63;63;490
;;X;A102;2007;63;64;6
;;X;A102;2007;64;10;8
;;X;A102;2007;64;31;4
;;X;A102;2007;64;51;2
;;X;A102;2007;64;52;2
;;X;A102;2007;64;63;14
;;X;A102;2007;64;64;1016
;;X;A102;2007;64;72;50
;;X;A102;2007;71;10;8
;;X;A102;2007;71;31;4
;;X;A102;2007;71;51;2
;;X;A102;2007;71;64;4
;;X;A102;2007;71;71;340
;;X;A102;2007;71;72;6
;;X;A102;2007;71;80;28
;;X;A102;2007;72;10;18
;;X;A102;2007;72;51;2
;;X;A102;2007;72;64;8
;;X;A102;2007;72;71;14
;;X;A102;2007;72;72;744
;;X;A102;2007;72;80;6
;;X;A102;2007;80;10;14
;;X;A102;2007;80;31;4
;;X;A102;2007;80;32;2
;;X;A102;2007;80;51;2
;;X;A102;2007;80;52;8
;;X;A102;2007;80;64;4
;;X;A102;2007;80;71;4
;;X;A102;2007;80;72;4
;;X;A102;2007;80;80;646
;;X;A102;2008;10;10;288
;;X;A102;2008;10;20;16
;;X;A102;2008;10;31;16
;;X;A102;2008;10;32;6
;;X;A102;2008;10;41;2
;;X;A102;2008;10;42;4
;;X;A102;2008;10;51;6
;;X;A102;2008;10;52;6
;;X;A102;2008;10;53;4
;;X;A102;2008;10;63;14
;;X;A102;2008;10;64;6
;;X;A102;2008;10;80;4
;;X;A102;2008;20;10;44
;;X;A102;2008;20;20;374
;;X;A102;2008;20;31;10
;;X;A102;2008;20;32;10
;;X;A102;2008;20;41;2
;;X;A102;2008;20;51;4
;;X;A102;2008;20;52;20
;;X;A102;2008;20;53;2
;;X;A102;2008;20;63;8
;;X;A102;2008;20;64;4
;;X;A102;2008;20;72;6
;;X;A102;2008;31;10;4
;;X;A102;2008;31;20;2
;;X;A102;2008;31;31;666
;;X;A102;2008;31;32;2
;;X;A102;2008;31;41;2
;;X;A102;2008;31;42;2
;;X;A102;2008;31;52;6
;;X;A102;2008;31;63;4
;;X;A102;2008;31;64;4
;;X;A102;2008;31;72;2
;;X;A102;2008;32;10;2
;;X;A102;2008;32;20;2
;;X;A102;2008;32;31;8
;;X;A102;2008;32;32;778
;;X;A102;2008;32;51;4
;;X;A102;2008;32;52;2
;;X;A102;2008;32;53;2
;;X;A102;2008;32;63;2
;;X;A102;2008;32;72;2
;;X;A102;2008;41;10;4
;;X;A102;2008;41;32;12
;;X;A102;2008;41;41;190
;;X;A102;2008;41;63;4
;;X;A102;2008;41;64;4
;;X;A102;2008;41;71;4
;;X;A102;2008;42;10;10
;;X;A102;2008;42;20;4
;;X;A102;2008;42;31;4
;;X;A102;2008;42;32;4
;;X;A102;2008;42;41;6
;;X;A102;2008;42;42;492
;;X;A102;2008;42;51;6
;;X;A102;2008;42;52;4
;;X;A102;2008;42;63;4
;;X;A102;2008;42;64;4
;;X;A102;2008;42;71;2
;;X;A102;2008;42;72;2
;;X;A102;2008;51;10;30
;;X;A102;2008;51;20;4
;;X;A102;2008;51;42;6
;;X;A102;2008;51;51;456
;;X;A102;2008;51;52;2
;;X;A102;2008;51;53;2
;;X;A102;2008;51;64;2
;;X;A102;2008;52;10;2
;;X;A102;2008;52;20;2
;;X;A102;2008;52;31;2
;;X;A102;2008;52;32;2
;;X;A102;2008;52;51;4
;;X;A102;2008;52;52;746
;;X;A102;2008;52;53;14
;;X;A102;2008;52;72;2
;;X;A102;2008;53;10;2
;;X;A102;2008;53;20;10
;;X;A102;2008;53;31;2
;;X;A102;2008;53;32;6
;;X;A102;2008;53;51;4
;;X;A102;2008;53;52;16
;;X;A102;2008;53;53;416
;;X;A102;2008;53;63;10
;;X;A102;2008;53;64;4
;;X;A102;2008;53;71;2
;;X;A102;2008;53;72;4
;;X;A102;2008;63;20;2
;;X;A102;2008;63;31;6
;;X;A102;2008;63;52;2
;;X;A102;2008;63;63;588
;;X;A102;2008;63;64;8
;;X;A102;2008;63;71;4
;;X;A102;2008;63;72;6
;;X;A102;2008;64;10;4
;;X;A102;2008;64;31;6
;;X;A102;2008;64;32;2
;;X;A102;2008;64;51;2
;;X;A102;2008;64;52;4
;;X;A102;2008;64;63;18
;;X;A102;2008;64;64;902
;;X;A102;2008;64;71;6
;;X;A102;2008;64;72;32
;;X;A102;2008;71;10;2
;;X;A102;2008;71;31;4
;;X;A102;2008;71;41;2
;;X;A102;2008;71;42;4
;;X;A102;2008;71;63;6
;;X;A102;2008;71;64;6
;;X;A102;2008;71;71;288
;;X;A102;2008;71;72;6
;;X;A102;2008;71;80;32
;;X;A102;2008;72;10;2
;;X;A102;2008;72;63;2
;;X;A102;2008;72;64;22
;;X;A102;2008;72;71;12
;;X;A102;2008;72;72;972
;;X;A102;2008;72;80;6
;;X;A102;2008;80;10;4
;;X;A102;2008;80;31;2
;;X;A102;2008;80;42;2
;;X;A102;2008;80;51;2
;;X;A102;2008;80;52;4
;;X;A102;2008;80;64;8
;;X;A102;2008;80;71;14
;;X;A102;2008;80;72;10
;;X;A102;2008;80;80;568
;;X;A102;2009;10;10;191
;;X;A102;2009;10;20;8
;;X;A102;2009;10;31;6
;;X;A102;2009;10;32;2
;;X;A102;2009;10;42;3
;;X;A102;2009;10;51;2
;;X;A102;2009;10;52;1
;;X;A102;2009;10;53;1
;;X;A102;2009;10;63;4
;;X;A102;2009;10;64;1
;;X;A102;2009;10;72;3
;;X;A102;2009;10;80;1
;;X;A102;2009;20;10;34
;;X;A102;2009;20;20;182
;;X;A102;2009;20;31;5
;;X;A102;2009;20;32;1
;;X;A102;2009;20;41;2
;;X;A102;2009;20;42;1
;;X;A102;2009;20;51;3
;;X;A102;2009;20;52;2
;;X;A102;2009;20;64;2
;;X;A102;2009;20;72;4
;;X;A102;2009;31;10;3
;;X;A102;2009;31;20;1
;;X;A102;2009;31;31;245
;;X;A102;2009;31;32;1
;;X;A102;2009;31;41;1
;;X;A102;2009;31;63;2
;;X;A102;2009;31;71;1
;;X;A102;2009;31;72;1
;;X;A102;2009;32;10;1
;;X;A102;2009;32;20;2
;;X;A102;2009;32;31;3
;;X;A102;2009;32;32;300
;;X;A102;2009;32;41;4
;;X;A102;2009;32;53;1
;;X;A102;2009;32;63;1
;;X;A102;2009;32;72;1
;;X;A102;2009;41;10;2
;;X;A102;2009;41;31;2
;;X;A102;2009;41;32;4
;;X;A102;2009;41;41;164
;;X;A102;2009;42;10;7
;;X;A102;2009;42;20;3
;;X;A102;2009;42;32;3
;;X;A102;2009;42;41;3
;;X;A102;2009;42;42;221
;;X;A102;2009;42;51;1
;;X;A102;2009;42;52;2
;;X;A102;2009;42;72;1
;;X;A102;2009;51;10;7
;;X;A102;2009;51;20;3
;;X;A102;2009;51;32;1
;;X;A102;2009;51;42;2
;;X;A102;2009;51;51;107
;;X;A102;2009;51;52;1
;;X;A102;2009;51;63;1
;;X;A102;2009;51;64;2
;;X;A102;2009;52;10;1
;;X;A102;2009;52;31;1
;;X;A102;2009;52;32;2
;;X;A102;2009;52;41;3
;;X;A102;2009;52;42;1
;;X;A102;2009;52;51;3
;;X;A102;2009;52;52;277
;;X;A102;2009;52;53;3
;;X;A102;2009;52;63;2
;;X;A102;2009;52;72;2
;;X;A102;2009;53;20;3
;;X;A102;2009;53;31;2
;;X;A102;2009;53;32;2
;;X;A102;2009;53;42;1
;;X;A102;2009;53;51;1
;;X;A102;2009;53;52;10
;;X;A102;2009;53;53;106
;;X;A102;2009;53;63;3
;;X;A102;2009;53;64;1
;;X;A102;2009;53;72;2
;;X;A102;2009;63;10;2
;;X;A102;2009;63;20;1
;;X;A102;2009;63;31;1
;;X;A102;2009;63;53;1
;;X;A102;2009;63;63;212
;;X;A102;2009;63;64;2
;;X;A102;2009;64;32;1
;;X;A102;2009;64;51;1
;;X;A102;2009;64;52;3
;;X;A102;2009;64;63;3
;;X;A102;2009;64;64;483
;;X;A102;2009;64;72;18
;;X;A102;2009;71;10;4
;;X;A102;2009;71;20;1
;;X;A102;2009;71;31;1
;;X;A102;2009;71;64;1
;;X;A102;2009;71;71;138
;;X;A102;2009;71;72;8
;;X;A102;2009;71;80;1
;;X;A102;2009;72;53;1
;;X;A102;2009;72;63;1
;;X;A102;2009;72;64;10
;;X;A102;2009;72;71;3
;;X;A102;2009;72;72;452
;;X;A102;2009;80;10;7
;;X;A102;2009;80;41;1
;;X;A102;2009;80;52;1
;;X;A102;2009;80;64;7
;;X;A102;2009;80;71;4
;;X;A102;2009;80;72;4
;;X;A102;2009;80;80;214
;;X;A102;2010;10;10;347
;;X;A102;2010;10;20;12
;;X;A102;2010;10;31;6
;;X;A102;2010;10;32;1
;;X;A102;2010;10;41;3
