V_b_r;xKOD;xROK;KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
;;X;A203;2010;1;65-74;64;125
;;X;A203;2010;1;65-74;71;61
;;X;A203;2010;1;65-74;72;48
;;X;A203;2010;1;65-74;80;166
;;X;A203;2010;1;75+;10;231
;;X;A203;2010;1;75+;20;124
;;X;A203;2010;1;75+;31;61
;;X;A203;2010;1;75+;32;57
;;X;A203;2010;1;75+;41;30
;;X;A203;2010;1;75+;42;77
;;X;A203;2010;1;75+;51;42
;;X;A203;2010;1;75+;52;33
;;X;A203;2010;1;75+;53;51
;;X;A203;2010;1;75+;63;57
;;X;A203;2010;1;75+;64;192
;;X;A203;2010;1;75+;71;82
;;X;A203;2010;1;75+;72;109
;;X;A203;2010;1;75+;80;171
;;X;A203;2010;2;15-34;10;13
;;X;A203;2010;2;15-34;20;12
;;X;A203;2010;2;15-34;31;6
;;X;A203;2010;2;15-34;32;4
;;X;A203;2010;2;15-34;41;1
;;X;A203;2010;2;15-34;42;3
;;X;A203;2010;2;15-34;51;4
;;X;A203;2010;2;15-34;52;3
;;X;A203;2010;2;15-34;53;4
;;X;A203;2010;2;15-34;63;4
;;X;A203;2010;2;15-34;64;11
;;X;A203;2010;2;15-34;71;15
;;X;A203;2010;2;15-34;72;3
;;X;A203;2010;2;15-34;80;12
;;X;A203;2010;2;35-44;10;20
;;X;A203;2010;2;35-44;20;22
;;X;A203;2010;2;35-44;31;10
;;X;A203;2010;2;35-44;32;13
;;X;A203;2010;2;35-44;41;1
;;X;A203;2010;2;35-44;42;14
;;X;A203;2010;2;35-44;51;12
;;X;A203;2010;2;35-44;52;1
;;X;A203;2010;2;35-44;53;2
;;X;A203;2010;2;35-44;63;9
;;X;A203;2010;2;35-44;64;14
;;X;A203;2010;2;35-44;71;14
;;X;A203;2010;2;35-44;72;10
;;X;A203;2010;2;35-44;80;31
;;X;A203;2010;2;45-54;10;28
;;X;A203;2010;2;45-54;20;24
;;X;A203;2010;2;45-54;31;18
;;X;A203;2010;2;45-54;32;12
;;X;A203;2010;2;45-54;41;8
;;X;A203;2010;2;45-54;42;27
;;X;A203;2010;2;45-54;51;2
;;X;A203;2010;2;45-54;52;5
;;X;A203;2010;2;45-54;53;14
;;X;A203;2010;2;45-54;63;18
;;X;A203;2010;2;45-54;64;38
;;X;A203;2010;2;45-54;71;9
;;X;A203;2010;2;45-54;72;8
;;X;A203;2010;2;45-54;80;41
;;X;A203;2010;2;55-64;10;86
;;X;A203;2010;2;55-64;20;42
;;X;A203;2010;2;55-64;31;23
;;X;A203;2010;2;55-64;32;36
;;X;A203;2010;2;55-64;41;14
;;X;A203;2010;2;55-64;42;49
;;X;A203;2010;2;55-64;51;9
;;X;A203;2010;2;55-64;52;12
;;X;A203;2010;2;55-64;53;23
;;X;A203;2010;2;55-64;63;23
;;X;A203;2010;2;55-64;64;69
;;X;A203;2010;2;55-64;71;23
;;X;A203;2010;2;55-64;72;28
;;X;A203;2010;2;55-64;80;88
;;X;A203;2010;2;65-74;10;73
;;X;A203;2010;2;65-74;20;70
;;X;A203;2010;2;65-74;31;34
;;X;A203;2010;2;65-74;32;43
;;X;A203;2010;2;65-74;41;21
;;X;A203;2010;2;65-74;42;76
;;X;A203;2010;2;65-74;51;30
;;X;A203;2010;2;65-74;52;22
;;X;A203;2010;2;65-74;53;27
;;X;A203;2010;2;65-74;63;36
;;X;A203;2010;2;65-74;64;99
;;X;A203;2010;2;65-74;71;46
;;X;A203;2010;2;65-74;72;43
;;X;A203;2010;2;65-74;80;112
;;X;A203;2010;2;75+;10;188
;;X;A203;2010;2;75+;20;112
;;X;A203;2010;2;75+;31;61
;;X;A203;2010;2;75+;32;75
;;X;A203;2010;2;75+;41;31
;;X;A203;2010;2;75+;42;87
;;X;A203;2010;2;75+;51;22
;;X;A203;2010;2;75+;52;58
;;X;A203;2010;2;75+;53;48
;;X;A203;2010;2;75+;63;63
;;X;A203;2010;2;75+;64;204
;;X;A203;2010;2;75+;71;128
;;X;A203;2010;2;75+;72;85
;;X;A203;2010;2;75+;80;178
;;X;A203;2011;1;15-34;10;6
;;X;A203;2011;1;15-34;20;7
;;X;A203;2011;1;15-34;31;5
;;X;A203;2011;1;15-34;32;4
;;X;A203;2011;1;15-34;41;1
;;X;A203;2011;1;15-34;42;6
;;X;A203;2011;1;15-34;52;5
;;X;A203;2011;1;15-34;53;1
;;X;A203;2011;1;15-34;63;2
;;X;A203;2011;1;15-34;64;1
;;X;A203;2011;1;15-34;71;4
;;X;A203;2011;1;15-34;72;3
;;X;A203;2011;1;15-34;80;13
;;X;A203;2011;1;35-44;10;8
;;X;A203;2011;1;35-44;20;17
;;X;A203;2011;1;35-44;31;2
;;X;A203;2011;1;35-44;32;4
;;X;A203;2011;1;35-44;41;1
;;X;A203;2011;1;35-44;42;14
;;X;A203;2011;1;35-44;51;9
;;X;A203;2011;1;35-44;52;4
;;X;A203;2011;1;35-44;53;2
;;X;A203;2011;1;35-44;63;5
;;X;A203;2011;1;35-44;64;20
;;X;A203;2011;1;35-44;71;21
;;X;A203;2011;1;35-44;72;8
;;X;A203;2011;1;35-44;80;16
;;X;A203;2011;1;45-54;10;23
;;X;A203;2011;1;45-54;20;26
;;X;A203;2011;1;45-54;31;20
;;X;A203;2011;1;45-54;32;9
;;X;A203;2011;1;45-54;41;9
;;X;A203;2011;1;45-54;42;32
;;X;A203;2011;1;45-54;51;7
;;X;A203;2011;1;45-54;52;13
;;X;A203;2011;1;45-54;53;8
;;X;A203;2011;1;45-54;63;8
;;X;A203;2011;1;45-54;64;19
;;X;A203;2011;1;45-54;71;9
;;X;A203;2011;1;45-54;72;11
;;X;A203;2011;1;45-54;80;36
;;X;A203;2011;1;55-64;10;58
;;X;A203;2011;1;55-64;20;61
;;X;A203;2011;1;55-64;31;40
;;X;A203;2011;1;55-64;32;37
;;X;A203;2011;1;55-64;41;20
;;X;A203;2011;1;55-64;42;67
;;X;A203;2011;1;55-64;51;7
;;X;A203;2011;1;55-64;52;44
;;X;A203;2011;1;55-64;53;20
;;X;A203;2011;1;55-64;63;28
;;X;A203;2011;1;55-64;64;63
;;X;A203;2011;1;55-64;71;29
;;X;A203;2011;1;55-64;72;62
;;X;A203;2011;1;55-64;80;91
;;X;A203;2011;1;65-74;10;116
;;X;A203;2011;1;65-74;20;99
;;X;A203;2011;1;65-74;31;49
;;X;A203;2011;1;65-74;32;54
;;X;A203;2011;1;65-74;41;15
;;X;A203;2011;1;65-74;42;65
;;X;A203;2011;1;65-74;51;15
;;X;A203;2011;1;65-74;52;32
;;X;A203;2011;1;65-74;53;42
;;X;A203;2011;1;65-74;63;30
;;X;A203;2011;1;65-74;64;94
;;X;A203;2011;1;65-74;71;70
;;X;A203;2011;1;65-74;72;58
;;X;A203;2011;1;65-74;80;125
;;X;A203;2011;1;75+;10;180
;;X;A203;2011;1;75+;20;138
;;X;A203;2011;1;75+;31;70
;;X;A203;2011;1;75+;32;78
;;X;A203;2011;1;75+;41;20
;;X;A203;2011;1;75+;42;78
;;X;A203;2011;1;75+;51;25
;;X;A203;2011;1;75+;52;64
;;X;A203;2011;1;75+;53;53
;;X;A203;2011;1;75+;63;37
;;X;A203;2011;1;75+;64;144
;;X;A203;2011;1;75+;71;83
;;X;A203;2011;1;75+;72;99
;;X;A203;2011;1;75+;80;183
;;X;A203;2011;2;15-34;10;10
;;X;A203;2011;2;15-34;20;12
;;X;A203;2011;2;15-34;31;2
;;X;A203;2011;2;15-34;41;1
;;X;A203;2011;2;15-34;42;3
;;X;A203;2011;2;15-34;52;1
;;X;A203;2011;2;15-34;53;1
;;X;A203;2011;2;15-34;63;2
;;X;A203;2011;2;15-34;64;3
;;X;A203;2011;2;15-34;71;9
;;X;A203;2011;2;15-34;72;2
;;X;A203;2011;2;15-34;80;9
;;X;A203;2011;2;35-44;10;9
;;X;A203;2011;2;35-44;20;21
;;X;A203;2011;2;35-44;31;7
;;X;A203;2011;2;35-44;32;5
;;X;A203;2011;2;35-44;41;2
;;X;A203;2011;2;35-44;42;11
;;X;A203;2011;2;35-44;51;8
;;X;A203;2011;2;35-44;52;3
;;X;A203;2011;2;35-44;53;3
;;X;A203;2011;2;35-44;63;6
;;X;A203;2011;2;35-44;64;15
;;X;A203;2011;2;35-44;71;10
;;X;A203;2011;2;35-44;72;7
;;X;A203;2011;2;35-44;80;19
;;X;A203;2011;2;45-54;10;13
;;X;A203;2011;2;45-54;20;23
;;X;A203;2011;2;45-54;31;18
;;X;A203;2011;2;45-54;32;4
;;X;A203;2011;2;45-54;41;2
;;X;A203;2011;2;45-54;42;29
;;X;A203;2011;2;45-54;51;2
;;X;A203;2011;2;45-54;52;6
;;X;A203;2011;2;45-54;53;10
;;X;A203;2011;2;45-54;63;4
;;X;A203;2011;2;45-54;64;21
;;X;A203;2011;2;45-54;71;9
;;X;A203;2011;2;45-54;72;6
;;X;A203;2011;2;45-54;80;26
;;X;A203;2011;2;55-64;10;45
;;X;A203;2011;2;55-64;20;50
;;X;A203;2011;2;55-64;31;26
;;X;A203;2011;2;55-64;32;27
;;X;A203;2011;2;55-64;41;9
;;X;A203;2011;2;55-64;42;38
;;X;A203;2011;2;55-64;51;13
;;X;A203;2011;2;55-64;52;16
;;X;A203;2011;2;55-64;53;18
;;X;A203;2011;2;55-64;63;15
;;X;A203;2011;2;55-64;64;52
;;X;A203;2011;2;55-64;71;23
;;X;A203;2011;2;55-64;72;28
;;X;A203;2011;2;55-64;80;83
;;X;A203;2011;2;65-74;10;81
;;X;A203;2011;2;65-74;20;58
;;X;A203;2011;2;65-74;31;28
;;X;A203;2011;2;65-74;32;36
;;X;A203;2011;2;65-74;41;24
;;X;A203;2011;2;65-74;42;56
;;X;A203;2011;2;65-74;51;16
;;X;A203;2011;2;65-74;52;23
;;X;A203;2011;2;65-74;53;13
;;X;A203;2011;2;65-74;63;26
;;X;A203;2011;2;65-74;64;90
;;X;A203;2011;2;65-74;71;38
;;X;A203;2011;2;65-74;72;33
;;X;A203;2011;2;65-74;80;101
;;X;A203;2011;2;75+;10;166
;;X;A203;2011;2;75+;20;123
;;X;A203;2011;2;75+;31;52
;;X;A203;2011;2;75+;32;98
;;X;A203;2011;2;75+;41;28
;;X;A203;2011;2;75+;42;94
;;X;A203;2011;2;75+;51;19
;;X;A203;2011;2;75+;52;46
;;X;A203;2011;2;75+;53;59
;;X;A203;2011;2;75+;63;60
;;X;A203;2011;2;75+;64;158
;;X;A203;2011;2;75+;71;81
;;X;A203;2011;2;75+;72;82
;;X;A203;2011;2;75+;80;192
;;X;A204;2007;1;15-34;51;1
;;X;A204;2007;1;15-34;80;1
;;X;A204;2007;1;35-44;80;1
;;X;A204;2007;1;45-54;10;1
;;X;A204;2007;1;45-54;20;1
;;X;A204;2007;1;45-54;42;2
;;X;A204;2007;1;45-54;63;2
;;X;A204;2007;1;45-54;64;1
;;X;A204;2007;1;55-64;10;1
;;X;A204;2007;1;55-64;20;1
;;X;A204;2007;1;55-64;32;4
;;X;A204;2007;1;55-64;41;3
;;X;A204;2007;1;55-64;42;4
;;X;A204;2007;1;55-64;52;1
;;X;A204;2007;1;55-64;53;1
;;X;A204;2007;1;55-64;64;2
;;X;A204;2007;1;55-64;72;1
;;X;A204;2007;1;55-64;80;1
;;X;A204;2007;1;65-74;10;4
;;X;A204;2007;1;65-74;20;1
;;X;A204;2007;1;65-74;31;1
;;X;A204;2007;1;65-74;32;3
;;X;A204;2007;1;65-74;42;1
;;X;A204;2007;1;65-74;51;3
;;X;A204;2007;1;65-74;53;3
;;X;A204;2007;1;65-74;64;4
;;X;A204;2007;1;65-74;71;1
;;X;A204;2007;1;65-74;72;7
;;X;A204;2007;1;65-74;80;1
;;X;A204;2007;1;75+;20;1
;;X;A204;2007;1;75+;32;1
;;X;A204;2007;1;75+;42;1
;;X;A204;2007;1;75+;52;1
;;X;A204;2007;1;75+;53;1
;;X;A204;2007;1;75+;71;3
;;X;A204;2007;1;75+;80;1
;;X;A204;2007;2;15-34;10;20
;;X;A204;2007;2;15-34;20;33
;;X;A204;2007;2;15-34;31;17
;;X;A204;2007;2;15-34;32;3
;;X;A204;2007;2;15-34;41;7
;;X;A204;2007;2;15-34;42;24
;;X;A204;2007;2;15-34;51;9
;;X;A204;2007;2;15-34;52;4
;;X;A204;2007;2;15-34;53;10
;;X;A204;2007;2;15-34;63;5
;;X;A204;2007;2;15-34;64;35
;;X;A204;2007;2;15-34;71;10
;;X;A204;2007;2;15-34;72;11
;;X;A204;2007;2;15-34;80;15
;;X;A204;2007;2;35-44;10;109
;;X;A204;2007;2;35-44;20;112
;;X;A204;2007;2;35-44;31;52
;;X;A204;2007;2;35-44;32;41
;;X;A204;2007;2;35-44;41;25
;;X;A204;2007;2;35-44;42;66
;;X;A204;2007;2;35-44;51;40
;;X;A204;2007;2;35-44;52;53
;;X;A204;2007;2;35-44;53;42
;;X;A204;2007;2;35-44;63;38
;;X;A204;2007;2;35-44;64;102
;;X;A204;2007;2;35-44;71;66
;;X;A204;2007;2;35-44;72;49
;;X;A204;2007;2;35-44;80;93
;;X;A204;2007;2;45-54;10;261
;;X;A204;2007;2;45-54;20;251
;;X;A204;2007;2;45-54;31;121
;;X;A204;2007;2;45-54;32;101
;;X;A204;2007;2;45-54;41;63
;;X;A204;2007;2;45-54;42;247
;;X;A204;2007;2;45-54;51;90
;;X;A204;2007;2;45-54;52;101
;;X;A204;2007;2;45-54;53;93
;;X;A204;2007;2;45-54;63;112
;;X;A204;2007;2;45-54;64;316
;;X;A204;2007;2;45-54;71;155
;;X;A204;2007;2;45-54;72;137
;;X;A204;2007;2;45-54;80;244
;;X;A204;2007;2;55-64;10;417
;;X;A204;2007;2;55-64;20;349
;;X;A204;2007;2;55-64;31;210
;;X;A204;2007;2;55-64;32;137
;;X;A204;2007;2;55-64;41;96
;;X;A204;2007;2;55-64;42;401
;;X;A204;2007;2;55-64;51;138
;;X;A204;2007;2;55-64;52;205
;;X;A204;2007;2;55-64;53;151
;;X;A204;2007;2;55-64;63;155
;;X;A204;2007;2;55-64;64;461
;;X;A204;2007;2;55-64;71;244
;;X;A204;2007;2;55-64;72;245
;;X;A204;2007;2;55-64;80;334
;;X;A204;2007;2;65-74;10;304
;;X;A204;2007;2;65-74;20;256
;;X;A204;2007;2;65-74;31;167
;;X;A204;2007;2;65-74;32;107
;;X;A204;2007;2;65-74;41;69
;;X;A204;2007;2;65-74;42;279
;;X;A204;2007;2;65-74;51;105
;;X;A204;2007;2;65-74;52;130
;;X;A204;2007;2;65-74;53;112
;;X;A204;2007;2;65-74;63;140
;;X;A204;2007;2;65-74;64;402
;;X;A204;2007;2;65-74;71;180
;;X;A204;2007;2;65-74;72;185
;;X;A204;2007;2;65-74;80;243
;;X;A204;2007;2;75+;10;234
;;X;A204;2007;2;75+;20;172
;;X;A204;2007;2;75+;31;82
;;X;A204;2007;2;75+;32;84
;;X;A204;2007;2;75+;41;43
;;X;A204;2007;2;75+;42;147
;;X;A204;2007;2;75+;51;90
;;X;A204;2007;2;75+;52;110
;;X;A204;2007;2;75+;53;68
;;X;A204;2007;2;75+;63;68
;;X;A204;2007;2;75+;64;222
;;X;A204;2007;2;75+;71;89
;;X;A204;2007;2;75+;72;91
;;X;A204;2007;2;75+;80;138
;;X;A204;2008;1;15-34;10;2
;;X;A204;2008;1;15-34;64;1
;;X;A204;2008;1;15-34;80;1
;;X;A204;2008;1;35-44;20;1
;;X;A204;2008;1;35-44;32;1
;;X;A204;2008;1;35-44;63;1
;;X;A204;2008;1;35-44;80;1
;;X;A204;2008;1;45-54;20;1
;;X;A204;2008;1;45-54;31;2
;;X;A204;2008;1;45-54;32;2
;;X;A204;2008;1;45-54;41;2
;;X;A204;2008;1;45-54;52;1
;;X;A204;2008;1;45-54;71;1
;;X;A204;2008;1;45-54;80;2
;;X;A204;2008;1;55-64;20;1
;;X;A204;2008;1;55-64;31;1
;;X;A204;2008;1;55-64;32;4
;;X;A204;2008;1;55-64;42;2
;;X;A204;2008;1;55-64;51;1
;;X;A204;2008;1;55-64;52;3
;;X;A204;2008;1;55-64;53;2
;;X;A204;2008;1;55-64;63;1
;;X;A204;2008;1;55-64;64;2
;;X;A204;2008;1;55-64;71;1
;;X;A204;2008;1;55-64;80;3
;;X;A204;2008;1;65-74;10;5
;;X;A204;2008;1;65-74;20;3
;;X;A204;2008;1;65-74;31;2
;;X;A204;2008;1;65-74;41;1
;;X;A204;2008;1;65-74;53;2
;;X;A204;2008;1;65-74;64;5
;;X;A204;2008;1;65-74;80;1
;;X;A204;2008;1;75+;10;2
;;X;A204;2008;1;75+;32;1
;;X;A204;2008;1;75+;42;3
;;X;A204;2008;1;75+;63;1
;;X;A204;2008;1;75+;64;3
;;X;A204;2008;1;75+;71;2
;;X;A204;2008;1;75+;72;1
;;X;A204;2008;1;75+;80;3
;;X;A204;2008;2;15-34;10;26
;;X;A204;2008;2;15-34;20;48
;;X;A204;2008;2;15-34;31;8
;;X;A204;2008;2;15-34;32;9
;;X;A204;2008;2;15-34;41;3
;;X;A204;2008;2;15-34;42;16
;;X;A204;2008;2;15-34;51;2
;;X;A204;2008;2;15-34;52;19
;;X;A204;2008;2;15-34;53;13
;;X;A204;2008;2;15-34;63;12
;;X;A204;2008;2;15-34;64;26
;;X;A204;2008;2;15-34;71;22
;;X;A204;2008;2;15-34;72;14
;;X;A204;2008;2;15-34;80;15
;;X;A204;2008;2;35-44;10;103
;;X;A204;2008;2;35-44;20;101
;;X;A204;2008;2;35-44;31;41
;;X;A204;2008;2;35-44;32;43
;;X;A204;2008;2;35-44;41;25
;;X;A204;2008;2;35-44;42;82
;;X;A204;2008;2;35-44;51;29
;;X;A204;2008;2;35-44;52;55
;;X;A204;2008;2;35-44;53;41
;;X;A204;2008;2;35-44;63;44
;;X;A204;2008;2;35-44;64;93
;;X;A204;2008;2;35-44;71;49
;;X;A204;2008;2;35-44;72;58
;;X;A204;2008;2;35-44;80;118
;;X;A204;2008;2;45-54;10;246
;;X;A204;2008;2;45-54;20;252
;;X;A204;2008;2;45-54;31;138
;;X;A204;2008;2;45-54;32;96
;;X;A204;2008;2;45-54;41;76
;;X;A204;2008;2;45-54;42;231
;;X;A204;2008;2;45-54;51;63
;;X;A204;2008;2;45-54;52;102
;;X;A204;2008;2;45-54;53;97
;;X;A204;2008;2;45-54;63;115
;;X;A204;2008;2;45-54;64;277
;;X;A204;2008;2;45-54;71;155
;;X;A204;2008;2;45-54;72;153
;;X;A204;2008;2;45-54;80;222
;;X;A204;2008;2;55-64;10;572
;;X;A204;2008;2;55-64;20;403
;;X;A204;2008;2;55-64;31;181
;;X;A204;2008;2;55-64;32;139
;;X;A204;2008;2;55-64;41;107
;;X;A204;2008;2;55-64;42;335
;;X;A204;2008;2;55-64;51;107
;;X;A204;2008;2;55-64;52;204
;;X;A204;2008;2;55-64;53;153
;;X;A204;2008;2;55-64;63;126
;;X;A204;2008;2;55-64;64;443
;;X;A204;2008;2;55-64;71;219
;;X;A204;2008;2;55-64;72;215
;;X;A204;2008;2;55-64;80;341
;;X;A204;2008;2;65-74;10;319
;;X;A204;2008;2;65-74;20;283
;;X;A204;2008;2;65-74;31;148
;;X;A204;2008;2;65-74;32;123
;;X;A204;2008;2;65-74;41;71
;;X;A204;2008;2;65-74;42;272
;;X;A204;2008;2;65-74;51;62
;;X;A204;2008;2;65-74;52;157
;;X;A204;2008;2;65-74;53;117
;;X;A204;2008;2;65-74;63;135
;;X;A204;2008;2;65-74;64;400
;;X;A204;2008;2;65-74;71;159
;;X;A204;2008;2;65-74;72;178
;;X;A204;2008;2;65-74;80;276
;;X;A204;2008;2;75+;10;254
;;X;A204;2008;2;75+;20;193
;;X;A204;2008;2;75+;31;70
;;X;A204;2008;2;75+;32;86
;;X;A204;2008;2;75+;41;43
;;X;A204;2008;2;75+;42;125
;;X;A204;2008;2;75+;51;69
;;X;A204;2008;2;75+;52;78
;;X;A204;2008;2;75+;53;62
;;X;A204;2008;2;75+;63;103
;;X;A204;2008;2;75+;64;225
;;X;A204;2008;2;75+;71;83
;;X;A204;2008;2;75+;72;103
;;X;A204;2008;2;75+;80;157
;;X;A204;2009;1;15-34;10;1
;;X;A204;2009;1;35-44;64;1
;;X;A204;2009;1;35-44;80;1
;;X;A204;2009;1;45-54;10;2
;;X;A204;2009;1;45-54;20;1
;;X;A204;2009;1;45-54;63;1
;;X;A204;2009;1;45-54;64;5
;;X;A204;2009;1;45-54;71;3
;;X;A204;2009;1;45-54;80;1
;;X;A204;2009;1;55-64;10;4
;;X;A204;2009;1;55-64;20;4
;;X;A204;2009;1;55-64;31;3
;;X;A204;2009;1;55-64;41;2
;;X;A204;2009;1;55-64;42;1
;;X;A204;2009;1;55-64;52;1
;;X;A204;2009;1;55-64;64;1
;;X;A204;2009;1;55-64;71;2
;;X;A204;2009;1;65-74;10;3
;;X;A204;2009;1;65-74;20;1
;;X;A204;2009;1;65-74;31;1
;;X;A204;2009;1;65-74;32;1
;;X;A204;2009;1;65-74;41;1
;;X;A204;2009;1;65-74;42;1
;;X;A204;2009;1;65-74;51;1
;;X;A204;2009;1;65-74;52;4
;;X;A204;2009;1;65-74;53;1
;;X;A204;2009;1;65-74;63;2
;;X;A204;2009;1;65-74;64;1
;;X;A204;2009;1;65-74;71;2
;;X;A204;2009;1;65-74;80;1
;;X;A204;2009;1;75+;10;1
;;X;A204;2009;1;75+;20;2
;;X;A204;2009;1;75+;31;3
;;X;A204;2009;1;75+;32;1
;;X;A204;2009;1;75+;41;1
;;X;A204;2009;1;75+;42;1
;;X;A204;2009;1;75+;52;2
;;X;A204;2009;1;75+;53;2
;;X;A204;2009;1;75+;64;2
;;X;A204;2009;1;75+;80;1
;;X;A204;2009;2;15-34;10;35
;;X;A204;2009;2;15-34;20;23
;;X;A204;2009;2;15-34;31;11
;;X;A204;2009;2;15-34;32;23
;;X;A204;2009;2;15-34;41;5
;;X;A204;2009;2;15-34;42;23
;;X;A204;2009;2;15-34;51;4
;;X;A204;2009;2;15-34;52;10
;;X;A204;2009;2;15-34;53;8
;;X;A204;2009;2;15-34;63;14
;;X;A204;2009;2;15-34;64;30
;;X;A204;2009;2;15-34;71;7
;;X;A204;2009;2;15-34;72;4
;;X;A204;2009;2;15-34;80;23
;;X;A204;2009;2;35-44;10;96
;;X;A204;2009;2;35-44;20;109
;;X;A204;2009;2;35-44;31;40
;;X;A204;2009;2;35-44;32;31
;;X;A204;2009;2;35-44;41;13
;;X;A204;2009;2;35-44;42;115
;;X;A204;2009;2;35-44;51;27
;;X;A204;2009;2;35-44;52;43
;;X;A204;2009;2;35-44;53;40
;;X;A204;2009;2;35-44;63;35
;;X;A204;2009;2;35-44;64;107
;;X;A204;2009;2;35-44;71;40
;;X;A204;2009;2;35-44;72;39
;;X;A204;2009;2;35-44;80;76
;;X;A204;2009;2;45-54;10;255
;;X;A204;2009;2;45-54;20;242
;;X;A204;2009;2;45-54;31;109
;;X;A204;2009;2;45-54;32;111
;;X;A204;2009;2;45-54;41;52
;;X;A204;2009;2;45-54;42;209
;;X;A204;2009;2;45-54;51;86
;;X;A204;2009;2;45-54;52;88
;;X;A204;2009;2;45-54;53;68
;;X;A204;2009;2;45-54;63;107
;;X;A204;2009;2;45-54;64;234
;;X;A204;2009;2;45-54;71;159
;;X;A204;2009;2;45-54;72;128
;;X;A204;2009;2;45-54;80;188
;;X;A204;2009;2;55-64;10;473
;;X;A204;2009;2;55-64;20;372
;;X;A204;2009;2;55-64;31;165
;;X;A204;2009;2;55-64;32;134
;;X;A204;2009;2;55-64;41;77
;;X;A204;2009;2;55-64;42;361
;;X;A204;2009;2;55-64;51;113
;;X;A204;2009;2;55-64;52;146
;;X;A204;2009;2;55-64;53;130
;;X;A204;2009;2;55-64;63;114
;;X;A204;2009;2;55-64;64;343
;;X;A204;2009;2;55-64;71;208
;;X;A204;2009;2;55-64;72;163
;;X;A204;2009;2;55-64;80;266
;;X;A204;2009;2;65-74;10;308
;;X;A204;2009;2;65-74;20;242
;;X;A204;2009;2;65-74;31;79
;;X;A204;2009;2;65-74;32;122
;;X;A204;2009;2;65-74;41;61
;;X;A204;2009;2;65-74;42;263
;;X;A204;2009;2;65-74;51;71
;;X;A204;2009;2;65-74;52;138
;;X;A204;2009;2;65-74;53;95
;;X;A204;2009;2;65-74;63;89
;;X;A204;2009;2;65-74;64;308
;;X;A204;2009;2;65-74;71;176
;;X;A204;2009;2;65-74;72;105
;;X;A204;2009;2;65-74;80;245
;;X;A204;2009;2;75+;10;236
;;X;A204;2009;2;75+;20;195
;;X;A204;2009;2;75+;31;66
;;X;A204;2009;2;75+;32;73
;;X;A204;2009;2;75+;41;32
;;X;A204;2009;2;75+;42;115
;;X;A204;2009;2;75+;51;58
;;X;A204;2009;2;75+;52;87
;;X;A204;2009;2;75+;53;45
;;X;A204;2009;2;75+;63;73
;;X;A204;2009;2;75+;64;207
;;X;A204;2009;2;75+;71;73
;;X;A204;2009;2;75+;72;100
;;X;A204;2009;2;75+;80;117
;;X;A204;2010;1;15-34;20;1
;;X;A204;2010;1;35-44;20;2
;;X;A204;2010;1;35-44;71;1
;;X;A204;2010;1;45-54;20;1
;;X;A204;2010;1;45-54;41;1
;;X;A204;2010;1;45-54;71;3
;;X;A204;2010;1;55-64;10;2
;;X;A204;2010;1;55-64;20;1
;;X;A204;2010;1;55-64;31;1
;;X;A204;2010;1;55-64;51;2
;;X;A204;2010;1;55-64;64;4
;;X;A204;2010;1;55-64;71;1
;;X;A204;2010;1;65-74;10;3
;;X;A204;2010;1;65-74;20;2
;;X;A204;2010;1;65-74;31;1
;;X;A204;2010;1;65-74;32;3
;;X;A204;2010;1;65-74;51;1
;;X;A204;2010;1;65-74;52;2
;;X;A204;2010;1;65-74;53;2
;;X;A204;2010;1;65-74;63;3
;;X;A204;2010;1;65-74;64;3
;;X;A204;2010;1;65-74;71;3
;;X;A204;2010;1;65-74;72;1
;;X;A204;2010;1;65-74;80;1
;;X;A204;2010;1;75+;10;1
;;X;A204;2010;1;75+;20;5
;;X;A204;2010;1;75+;31;3
;;X;A204;2010;1;75+;42;3
;;X;A204;2010;1;75+;51;1
;;X;A204;2010;1;75+;53;1
;;X;A204;2010;1;75+;63;2
;;X;A204;2010;1;75+;64;1
;;X;A204;2010;2;15-34;10;26
;;X;A204;2010;2;15-34;20;30
;;X;A204;2010;2;15-34;31;8
;;X;A204;2010;2;15-34;32;19
;;X;A204;2010;2;15-34;41;11
;;X;A204;2010;2;15-34;42;17
;;X;A204;2010;2;15-34;51;4
;;X;A204;2010;2;15-34;52;11
;;X;A204;2010;2;15-34;53;1
;;X;A204;2010;2;15-34;63;8
;;X;A204;2010;2;15-34;64;36
;;X;A204;2010;2;15-34;71;13
;;X;A204;2010;2;15-34;72;10
;;X;A204;2010;2;15-34;80;15
;;X;A204;2010;2;35-44;10;115
;;X;A204;2010;2;35-44;20;104
;;X;A204;2010;2;35-44;31;44
;;X;A204;2010;2;35-44;32;35
;;X;A204;2010;2;35-44;41;20
;;X;A204;2010;2;35-44;42;96
;;X;A204;2010;2;35-44;51;33
;;X;A204;2010;2;35-44;52;48
;;X;A204;2010;2;35-44;53;36
;;X;A204;2010;2;35-44;63;31
;;X;A204;2010;2;35-44;64;97
;;X;A204;2010;2;35-44;71;41
;;X;A204;2010;2;35-44;72;48
;;X;A204;2010;2;35-44;80;77
;;X;A204;2010;2;45-54;10;229
;;X;A204;2010;2;45-54;20;215
;;X;A204;2010;2;45-54;31;102
;;X;A204;2010;2;45-54;32;101
;;X;A204;2010;2;45-54;41;53
;;X;A204;2010;2;45-54;42;214
;;X;A204;2010;2;45-54;51;66
;;X;A204;2010;2;45-54;52;90
;;X;A204;2010;2;45-54;53;91
