V_b_r;xKOD;xROK;KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
;;X;B700;2010;2;15-34;63;51
;;X;B700;2010;2;15-34;64;113
;;X;B700;2010;2;15-34;71;44
;;X;B700;2010;2;15-34;72;55
;;X;B700;2010;2;15-34;80;96
;;X;B700;2010;2;35-44;10;25
;;X;B700;2010;2;35-44;20;30
;;X;B700;2010;2;35-44;31;14
;;X;B700;2010;2;35-44;32;17
;;X;B700;2010;2;35-44;41;8
;;X;B700;2010;2;35-44;42;28
;;X;B700;2010;2;35-44;51;13
;;X;B700;2010;2;35-44;52;21
;;X;B700;2010;2;35-44;53;15
;;X;B700;2010;2;35-44;63;8
;;X;B700;2010;2;35-44;64;40
;;X;B700;2010;2;35-44;71;12
;;X;B700;2010;2;35-44;72;12
;;X;B700;2010;2;35-44;80;30
;;X;B700;2010;2;45-54;10;27
;;X;B700;2010;2;45-54;20;16
;;X;B700;2010;2;45-54;31;13
;;X;B700;2010;2;45-54;32;15
;;X;B700;2010;2;45-54;41;7
;;X;B700;2010;2;45-54;42;17
;;X;B700;2010;2;45-54;51;5
;;X;B700;2010;2;45-54;52;13
;;X;B700;2010;2;45-54;53;15
;;X;B700;2010;2;45-54;63;12
;;X;B700;2010;2;45-54;64;22
;;X;B700;2010;2;45-54;71;13
;;X;B700;2010;2;45-54;72;22
;;X;B700;2010;2;45-54;80;19
;;X;B700;2010;2;55-64;10;23
;;X;B700;2010;2;55-64;20;21
;;X;B700;2010;2;55-64;31;19
;;X;B700;2010;2;55-64;32;15
;;X;B700;2010;2;55-64;41;7
;;X;B700;2010;2;55-64;42;10
;;X;B700;2010;2;55-64;51;14
;;X;B700;2010;2;55-64;52;12
;;X;B700;2010;2;55-64;53;8
;;X;B700;2010;2;55-64;63;7
;;X;B700;2010;2;55-64;64;22
;;X;B700;2010;2;55-64;71;12
;;X;B700;2010;2;55-64;72;13
;;X;B700;2010;2;55-64;80;17
;;X;B700;2010;2;65-74;10;11
;;X;B700;2010;2;65-74;20;7
;;X;B700;2010;2;65-74;31;8
;;X;B700;2010;2;65-74;32;5
;;X;B700;2010;2;65-74;41;8
;;X;B700;2010;2;65-74;42;8
;;X;B700;2010;2;65-74;51;5
;;X;B700;2010;2;65-74;52;7
;;X;B700;2010;2;65-74;53;6
;;X;B700;2010;2;65-74;63;8
;;X;B700;2010;2;65-74;64;14
;;X;B700;2010;2;65-74;71;13
;;X;B700;2010;2;65-74;72;15
;;X;B700;2010;2;65-74;80;14
;;X;B700;2010;2;75+;10;12
;;X;B700;2010;2;75+;20;11
;;X;B700;2010;2;75+;31;6
;;X;B700;2010;2;75+;32;2
;;X;B700;2010;2;75+;41;3
;;X;B700;2010;2;75+;42;5
;;X;B700;2010;2;75+;52;6
;;X;B700;2010;2;75+;53;5
;;X;B700;2010;2;75+;64;5
;;X;B700;2010;2;75+;71;7
;;X;B700;2010;2;75+;72;2
;;X;B700;2010;2;75+;80;2
;;X;B700;2011;1;15-34;10;64
;;X;B700;2011;1;15-34;20;81
;;X;B700;2011;1;15-34;31;47
;;X;B700;2011;1;15-34;32;37
;;X;B700;2011;1;15-34;41;8
;;X;B700;2011;1;15-34;42;52
;;X;B700;2011;1;15-34;51;43
;;X;B700;2011;1;15-34;52;37
;;X;B700;2011;1;15-34;53;41
;;X;B700;2011;1;15-34;63;30
;;X;B700;2011;1;15-34;64;62
;;X;B700;2011;1;15-34;71;35
;;X;B700;2011;1;15-34;72;43
;;X;B700;2011;1;15-34;80;74
;;X;B700;2011;1;35-44;10;14
;;X;B700;2011;1;35-44;20;24
;;X;B700;2011;1;35-44;31;19
;;X;B700;2011;1;35-44;32;19
;;X;B700;2011;1;35-44;41;6
;;X;B700;2011;1;35-44;42;11
;;X;B700;2011;1;35-44;51;17
;;X;B700;2011;1;35-44;52;9
;;X;B700;2011;1;35-44;53;6
;;X;B700;2011;1;35-44;63;8
;;X;B700;2011;1;35-44;64;27
;;X;B700;2011;1;35-44;71;14
;;X;B700;2011;1;35-44;72;13
;;X;B700;2011;1;35-44;80;16
;;X;B700;2011;1;45-54;10;22
;;X;B700;2011;1;45-54;20;24
;;X;B700;2011;1;45-54;31;17
;;X;B700;2011;1;45-54;32;18
;;X;B700;2011;1;45-54;41;4
;;X;B700;2011;1;45-54;42;7
;;X;B700;2011;1;45-54;51;4
;;X;B700;2011;1;45-54;52;13
;;X;B700;2011;1;45-54;53;12
;;X;B700;2011;1;45-54;63;3
;;X;B700;2011;1;45-54;64;28
;;X;B700;2011;1;45-54;71;8
;;X;B700;2011;1;45-54;72;5
;;X;B700;2011;1;45-54;80;16
;;X;B700;2011;1;55-64;10;16
;;X;B700;2011;1;55-64;20;18
;;X;B700;2011;1;55-64;31;22
;;X;B700;2011;1;55-64;32;11
;;X;B700;2011;1;55-64;41;11
;;X;B700;2011;1;55-64;42;7
;;X;B700;2011;1;55-64;51;7
;;X;B700;2011;1;55-64;52;12
;;X;B700;2011;1;55-64;53;10
;;X;B700;2011;1;55-64;63;11
;;X;B700;2011;1;55-64;64;24
;;X;B700;2011;1;55-64;71;8
;;X;B700;2011;1;55-64;72;6
;;X;B700;2011;1;55-64;80;22
;;X;B700;2011;1;65-74;10;10
;;X;B700;2011;1;65-74;20;10
;;X;B700;2011;1;65-74;31;4
;;X;B700;2011;1;65-74;32;6
;;X;B700;2011;1;65-74;41;4
;;X;B700;2011;1;65-74;42;1
;;X;B700;2011;1;65-74;51;2
;;X;B700;2011;1;65-74;52;2
;;X;B700;2011;1;65-74;53;2
;;X;B700;2011;1;65-74;63;4
;;X;B700;2011;1;65-74;64;7
;;X;B700;2011;1;65-74;71;3
;;X;B700;2011;1;65-74;72;4
;;X;B700;2011;1;65-74;80;12
;;X;B700;2011;1;75+;10;2
;;X;B700;2011;1;75+;20;1
;;X;B700;2011;1;75+;32;2
;;X;B700;2011;1;75+;41;1
;;X;B700;2011;1;75+;42;1
;;X;B700;2011;1;75+;52;1
;;X;B700;2011;1;75+;53;1
;;X;B700;2011;1;75+;63;1
;;X;B700;2011;1;75+;64;1
;;X;B700;2011;1;75+;71;1
;;X;B700;2011;1;75+;72;2
;;X;B700;2011;1;75+;80;8
;;X;B700;2011;2;15-34;10;94
;;X;B700;2011;2;15-34;20;122
;;X;B700;2011;2;15-34;31;41
;;X;B700;2011;2;15-34;32;36
;;X;B700;2011;2;15-34;41;30
;;X;B700;2011;2;15-34;42;66
;;X;B700;2011;2;15-34;51;32
;;X;B700;2011;2;15-34;52;64
;;X;B700;2011;2;15-34;53;41
;;X;B700;2011;2;15-34;63;54
;;X;B700;2011;2;15-34;64;97
;;X;B700;2011;2;15-34;71;30
;;X;B700;2011;2;15-34;72;82
;;X;B700;2011;2;15-34;80;72
;;X;B700;2011;2;35-44;10;38
;;X;B700;2011;2;35-44;20;34
;;X;B700;2011;2;35-44;31;20
;;X;B700;2011;2;35-44;32;15
;;X;B700;2011;2;35-44;41;13
;;X;B700;2011;2;35-44;42;26
;;X;B700;2011;2;35-44;51;18
;;X;B700;2011;2;35-44;52;17
;;X;B700;2011;2;35-44;53;9
;;X;B700;2011;2;35-44;63;12
;;X;B700;2011;2;35-44;64;23
;;X;B700;2011;2;35-44;71;12
;;X;B700;2011;2;35-44;72;17
;;X;B700;2011;2;35-44;80;34
;;X;B700;2011;2;45-54;10;19
;;X;B700;2011;2;45-54;20;15
;;X;B700;2011;2;45-54;31;13
;;X;B700;2011;2;45-54;32;15
;;X;B700;2011;2;45-54;41;2
;;X;B700;2011;2;45-54;42;17
;;X;B700;2011;2;45-54;51;8
;;X;B700;2011;2;45-54;52;13
;;X;B700;2011;2;45-54;53;9
;;X;B700;2011;2;45-54;63;14
;;X;B700;2011;2;45-54;64;19
;;X;B700;2011;2;45-54;71;6
;;X;B700;2011;2;45-54;72;12
;;X;B700;2011;2;45-54;80;27
;;X;B700;2011;2;55-64;10;17
;;X;B700;2011;2;55-64;20;23
;;X;B700;2011;2;55-64;31;16
;;X;B700;2011;2;55-64;32;14
;;X;B700;2011;2;55-64;41;12
;;X;B700;2011;2;55-64;42;19
;;X;B700;2011;2;55-64;51;8
;;X;B700;2011;2;55-64;52;16
;;X;B700;2011;2;55-64;53;7
;;X;B700;2011;2;55-64;63;8
;;X;B700;2011;2;55-64;64;20
;;X;B700;2011;2;55-64;71;10
;;X;B700;2011;2;55-64;72;8
;;X;B700;2011;2;55-64;80;33
;;X;B700;2011;2;65-74;10;12
;;X;B700;2011;2;65-74;20;15
;;X;B700;2011;2;65-74;31;13
;;X;B700;2011;2;65-74;32;11
;;X;B700;2011;2;65-74;41;4
;;X;B700;2011;2;65-74;42;6
;;X;B700;2011;2;65-74;51;6
;;X;B700;2011;2;65-74;52;5
;;X;B700;2011;2;65-74;53;6
;;X;B700;2011;2;65-74;63;10
;;X;B700;2011;2;65-74;64;20
;;X;B700;2011;2;65-74;71;5
;;X;B700;2011;2;65-74;72;6
;;X;B700;2011;2;65-74;80;24
;;X;B700;2011;2;75+;10;7
;;X;B700;2011;2;75+;20;3
;;X;B700;2011;2;75+;31;3
;;X;B700;2011;2;75+;32;2
;;X;B700;2011;2;75+;41;3
;;X;B700;2011;2;75+;42;1
;;X;B700;2011;2;75+;51;2
;;X;B700;2011;2;75+;52;3
;;X;B700;2011;2;75+;53;4
;;X;B700;2011;2;75+;63;1
;;X;B700;2011;2;75+;64;8
;;X;B700;2011;2;75+;71;3
;;X;B700;2011;2;75+;72;5
;;X;B700;2011;2;75+;80;10
;;X;B801;2007;1;15-34;10;25
;;X;B801;2007;1;15-34;20;57
;;X;B801;2007;1;15-34;31;15
;;X;B801;2007;1;15-34;32;35
;;X;B801;2007;1;15-34;41;16
;;X;B801;2007;1;15-34;42;59
;;X;B801;2007;1;15-34;51;26
;;X;B801;2007;1;15-34;52;19
;;X;B801;2007;1;15-34;53;23
;;X;B801;2007;1;15-34;63;28
;;X;B801;2007;1;15-34;64;43
;;X;B801;2007;1;15-34;71;30
;;X;B801;2007;1;15-34;72;48
;;X;B801;2007;1;15-34;80;55
;;X;B801;2007;1;35-44;10;37
;;X;B801;2007;1;35-44;20;68
;;X;B801;2007;1;35-44;31;44
;;X;B801;2007;1;35-44;32;34
;;X;B801;2007;1;35-44;41;19
;;X;B801;2007;1;35-44;42;76
;;X;B801;2007;1;35-44;51;33
;;X;B801;2007;1;35-44;52;28
;;X;B801;2007;1;35-44;53;24
;;X;B801;2007;1;35-44;63;29
;;X;B801;2007;1;35-44;64;76
;;X;B801;2007;1;35-44;71;19
;;X;B801;2007;1;35-44;72;44
;;X;B801;2007;1;35-44;80;64
;;X;B801;2007;1;45-54;10;74
;;X;B801;2007;1;45-54;20;113
;;X;B801;2007;1;45-54;31;100
;;X;B801;2007;1;45-54;32;90
;;X;B801;2007;1;45-54;41;50
;;X;B801;2007;1;45-54;42;135
;;X;B801;2007;1;45-54;51;78
;;X;B801;2007;1;45-54;52;64
;;X;B801;2007;1;45-54;53;66
;;X;B801;2007;1;45-54;63;58
;;X;B801;2007;1;45-54;64;124
;;X;B801;2007;1;45-54;71;52
;;X;B801;2007;1;45-54;72;91
;;X;B801;2007;1;45-54;80;159
;;X;B801;2007;1;55-64;10;86
;;X;B801;2007;1;55-64;20;153
;;X;B801;2007;1;55-64;31;119
;;X;B801;2007;1;55-64;32;114
;;X;B801;2007;1;55-64;41;60
;;X;B801;2007;1;55-64;42;185
;;X;B801;2007;1;55-64;51;103
;;X;B801;2007;1;55-64;52;87
;;X;B801;2007;1;55-64;53;96
;;X;B801;2007;1;55-64;63;82
;;X;B801;2007;1;55-64;64;155
;;X;B801;2007;1;55-64;71;64
;;X;B801;2007;1;55-64;72;100
;;X;B801;2007;1;55-64;80;214
;;X;B801;2007;1;65-74;10;50
;;X;B801;2007;1;65-74;20;104
;;X;B801;2007;1;65-74;31;73
;;X;B801;2007;1;65-74;32;97
;;X;B801;2007;1;65-74;41;23
;;X;B801;2007;1;65-74;42;107
;;X;B801;2007;1;65-74;51;61
;;X;B801;2007;1;65-74;52;51
;;X;B801;2007;1;65-74;53;60
;;X;B801;2007;1;65-74;63;71
;;X;B801;2007;1;65-74;64;131
;;X;B801;2007;1;65-74;71;36
;;X;B801;2007;1;65-74;72;78
;;X;B801;2007;1;65-74;80;142
;;X;B801;2007;1;75+;10;73
;;X;B801;2007;1;75+;20;85
;;X;B801;2007;1;75+;31;57
;;X;B801;2007;1;75+;32;97
;;X;B801;2007;1;75+;41;30
;;X;B801;2007;1;75+;42;117
;;X;B801;2007;1;75+;51;65
;;X;B801;2007;1;75+;52;47
;;X;B801;2007;1;75+;53;63
;;X;B801;2007;1;75+;63;67
;;X;B801;2007;1;75+;64;132
;;X;B801;2007;1;75+;71;49
;;X;B801;2007;1;75+;72;77
;;X;B801;2007;1;75+;80;99
;;X;B801;2007;2;15-34;10;18
;;X;B801;2007;2;15-34;20;20
;;X;B801;2007;2;15-34;31;6
;;X;B801;2007;2;15-34;32;13
;;X;B801;2007;2;15-34;41;7
;;X;B801;2007;2;15-34;42;43
;;X;B801;2007;2;15-34;51;13
;;X;B801;2007;2;15-34;52;9
;;X;B801;2007;2;15-34;53;5
;;X;B801;2007;2;15-34;63;24
;;X;B801;2007;2;15-34;64;18
;;X;B801;2007;2;15-34;71;19
;;X;B801;2007;2;15-34;72;21
;;X;B801;2007;2;15-34;80;38
;;X;B801;2007;2;35-44;10;11
;;X;B801;2007;2;35-44;20;35
;;X;B801;2007;2;35-44;31;12
;;X;B801;2007;2;35-44;32;22
;;X;B801;2007;2;35-44;41;7
;;X;B801;2007;2;35-44;42;37
;;X;B801;2007;2;35-44;51;7
;;X;B801;2007;2;35-44;52;12
;;X;B801;2007;2;35-44;53;9
;;X;B801;2007;2;35-44;63;16
;;X;B801;2007;2;35-44;64;23
;;X;B801;2007;2;35-44;71;7
;;X;B801;2007;2;35-44;72;19
;;X;B801;2007;2;35-44;80;30
;;X;B801;2007;2;45-54;10;46
;;X;B801;2007;2;45-54;20;86
;;X;B801;2007;2;45-54;31;66
;;X;B801;2007;2;45-54;32;56
;;X;B801;2007;2;45-54;41;45
;;X;B801;2007;2;45-54;42;103
;;X;B801;2007;2;45-54;51;29
;;X;B801;2007;2;45-54;52;36
;;X;B801;2007;2;45-54;53;37
;;X;B801;2007;2;45-54;63;42
;;X;B801;2007;2;45-54;64;72
;;X;B801;2007;2;45-54;71;26
;;X;B801;2007;2;45-54;72;54
;;X;B801;2007;2;45-54;80;98
;;X;B801;2007;2;55-64;10;120
;;X;B801;2007;2;55-64;20;154
;;X;B801;2007;2;55-64;31;126
;;X;B801;2007;2;55-64;32;107
;;X;B801;2007;2;55-64;41;50
;;X;B801;2007;2;55-64;42;177
;;X;B801;2007;2;55-64;51;88
;;X;B801;2007;2;55-64;52;67
;;X;B801;2007;2;55-64;53;91
;;X;B801;2007;2;55-64;63;71
;;X;B801;2007;2;55-64;64;138
;;X;B801;2007;2;55-64;71;63
;;X;B801;2007;2;55-64;72;112
;;X;B801;2007;2;55-64;80;209
;;X;B801;2007;2;65-74;10;104
;;X;B801;2007;2;65-74;20;141
;;X;B801;2007;2;65-74;31;113
;;X;B801;2007;2;65-74;32;117
;;X;B801;2007;2;65-74;41;42
;;X;B801;2007;2;65-74;42;162
;;X;B801;2007;2;65-74;51;73
;;X;B801;2007;2;65-74;52;79
;;X;B801;2007;2;65-74;53;83
;;X;B801;2007;2;65-74;63;66
;;X;B801;2007;2;65-74;64;179
;;X;B801;2007;2;65-74;71;70
;;X;B801;2007;2;65-74;72;159
;;X;B801;2007;2;65-74;80;219
;;X;B801;2007;2;75+;10;169
;;X;B801;2007;2;75+;20;212
;;X;B801;2007;2;75+;31;129
;;X;B801;2007;2;75+;32;149
;;X;B801;2007;2;75+;41;57
;;X;B801;2007;2;75+;42;214
;;X;B801;2007;2;75+;51;102
;;X;B801;2007;2;75+;52;101
;;X;B801;2007;2;75+;53;93
;;X;B801;2007;2;75+;63;85
;;X;B801;2007;2;75+;64;249
;;X;B801;2007;2;75+;71;97
;;X;B801;2007;2;75+;72;203
;;X;B801;2007;2;75+;80;269
;;X;B801;2008;1;15-34;10;22
;;X;B801;2008;1;15-34;20;47
;;X;B801;2008;1;15-34;31;18
;;X;B801;2008;1;15-34;32;31
;;X;B801;2008;1;15-34;41;8
;;X;B801;2008;1;15-34;42;55
;;X;B801;2008;1;15-34;51;24
;;X;B801;2008;1;15-34;52;22
;;X;B801;2008;1;15-34;53;21
;;X;B801;2008;1;15-34;63;27
;;X;B801;2008;1;15-34;64;38
;;X;B801;2008;1;15-34;71;17
;;X;B801;2008;1;15-34;72;33
;;X;B801;2008;1;15-34;80;49
;;X;B801;2008;1;35-44;10;31
;;X;B801;2008;1;35-44;20;50
;;X;B801;2008;1;35-44;31;41
;;X;B801;2008;1;35-44;32;31
;;X;B801;2008;1;35-44;41;18
;;X;B801;2008;1;35-44;42;62
;;X;B801;2008;1;35-44;51;37
;;X;B801;2008;1;35-44;52;29
;;X;B801;2008;1;35-44;53;25
;;X;B801;2008;1;35-44;63;38
;;X;B801;2008;1;35-44;64;45
;;X;B801;2008;1;35-44;71;25
;;X;B801;2008;1;35-44;72;43
;;X;B801;2008;1;35-44;80;65
;;X;B801;2008;1;45-54;10;70
;;X;B801;2008;1;45-54;20;93
;;X;B801;2008;1;45-54;31;51
;;X;B801;2008;1;45-54;32;78
;;X;B801;2008;1;45-54;41;40
;;X;B801;2008;1;45-54;42;121
;;X;B801;2008;1;45-54;51;75
;;X;B801;2008;1;45-54;52;72
;;X;B801;2008;1;45-54;53;68
;;X;B801;2008;1;45-54;63;70
;;X;B801;2008;1;45-54;64;121
;;X;B801;2008;1;45-54;71;60
;;X;B801;2008;1;45-54;72;65
;;X;B801;2008;1;45-54;80;123
;;X;B801;2008;1;55-64;10;87
;;X;B801;2008;1;55-64;20;145
;;X;B801;2008;1;55-64;31;107
;;X;B801;2008;1;55-64;32;120
;;X;B801;2008;1;55-64;41;44
;;X;B801;2008;1;55-64;42;149
;;X;B801;2008;1;55-64;51;121
;;X;B801;2008;1;55-64;52;77
;;X;B801;2008;1;55-64;53;84
;;X;B801;2008;1;55-64;63;75
;;X;B801;2008;1;55-64;64;158
;;X;B801;2008;1;55-64;71;57
;;X;B801;2008;1;55-64;72;132
;;X;B801;2008;1;55-64;80;147
;;X;B801;2008;1;65-74;10;59
;;X;B801;2008;1;65-74;20;105
;;X;B801;2008;1;65-74;31;60
;;X;B801;2008;1;65-74;32;90
;;X;B801;2008;1;65-74;41;21
;;X;B801;2008;1;65-74;42;83
;;X;B801;2008;1;65-74;51;64
;;X;B801;2008;1;65-74;52;44
;;X;B801;2008;1;65-74;53;58
;;X;B801;2008;1;65-74;63;74
;;X;B801;2008;1;65-74;64;106
;;X;B801;2008;1;65-74;71;47
;;X;B801;2008;1;65-74;72;96
;;X;B801;2008;1;65-74;80;120
;;X;B801;2008;1;75+;10;73
;;X;B801;2008;1;75+;20;76
;;X;B801;2008;1;75+;31;65
;;X;B801;2008;1;75+;32;83
;;X;B801;2008;1;75+;41;25
;;X;B801;2008;1;75+;42;77
;;X;B801;2008;1;75+;51;42
;;X;B801;2008;1;75+;52;62
;;X;B801;2008;1;75+;53;57
;;X;B801;2008;1;75+;63;61
;;X;B801;2008;1;75+;64;114
;;X;B801;2008;1;75+;71;49
;;X;B801;2008;1;75+;72;95
;;X;B801;2008;1;75+;80;71
;;X;B801;2008;2;15-34;10;13
;;X;B801;2008;2;15-34;20;18
;;X;B801;2008;2;15-34;31;14
;;X;B801;2008;2;15-34;32;17
;;X;B801;2008;2;15-34;41;10
;;X;B801;2008;2;15-34;42;34
;;X;B801;2008;2;15-34;51;12
;;X;B801;2008;2;15-34;52;19
;;X;B801;2008;2;15-34;53;5
;;X;B801;2008;2;15-34;63;12
;;X;B801;2008;2;15-34;64;20
;;X;B801;2008;2;15-34;71;15
;;X;B801;2008;2;15-34;72;21
;;X;B801;2008;2;15-34;80;22
;;X;B801;2008;2;35-44;10;17
;;X;B801;2008;2;35-44;20;19
;;X;B801;2008;2;35-44;31;9
;;X;B801;2008;2;35-44;32;23
;;X;B801;2008;2;35-44;41;6
;;X;B801;2008;2;35-44;42;23
;;X;B801;2008;2;35-44;51;17
;;X;B801;2008;2;35-44;52;10
;;X;B801;2008;2;35-44;53;13
;;X;B801;2008;2;35-44;63;10
;;X;B801;2008;2;35-44;64;15
;;X;B801;2008;2;35-44;71;12
;;X;B801;2008;2;35-44;72;25
;;X;B801;2008;2;35-44;80;29
;;X;B801;2008;2;45-54;10;52
;;X;B801;2008;2;45-54;20;82
;;X;B801;2008;2;45-54;31;45
;;X;B801;2008;2;45-54;32;43
;;X;B801;2008;2;45-54;41;25
;;X;B801;2008;2;45-54;42;66
;;X;B801;2008;2;45-54;51;43
;;X;B801;2008;2;45-54;52;30
;;X;B801;2008;2;45-54;53;36
;;X;B801;2008;2;45-54;63;44
;;X;B801;2008;2;45-54;64;72
;;X;B801;2008;2;45-54;71;31
;;X;B801;2008;2;45-54;72;44
;;X;B801;2008;2;45-54;80;75
;;X;B801;2008;2;55-64;10;101
;;X;B801;2008;2;55-64;20;106
;;X;B801;2008;2;55-64;31;102
;;X;B801;2008;2;55-64;32;90
;;X;B801;2008;2;55-64;41;50
;;X;B801;2008;2;55-64;42;118
;;X;B801;2008;2;55-64;51;94
;;X;B801;2008;2;55-64;52;71
;;X;B801;2008;2;55-64;53;81
;;X;B801;2008;2;55-64;63;91
;;X;B801;2008;2;55-64;64;130
;;X;B801;2008;2;55-64;71;65
;;X;B801;2008;2;55-64;72;95
;;X;B801;2008;2;55-64;80;172
;;X;B801;2008;2;65-74;10;81
;;X;B801;2008;2;65-74;20;129
;;X;B801;2008;2;65-74;31;95
;;X;B801;2008;2;65-74;32;115
;;X;B801;2008;2;65-74;41;33
;;X;B801;2008;2;65-74;42;123
;;X;B801;2008;2;65-74;51;81
;;X;B801;2008;2;65-74;52;72
;;X;B801;2008;2;65-74;53;84
;;X;B801;2008;2;65-74;63;85
;;X;B801;2008;2;65-74;64;157
;;X;B801;2008;2;65-74;71;52
;;X;B801;2008;2;65-74;72;126
;;X;B801;2008;2;65-74;80;134
;;X;B801;2008;2;75+;10;160
;;X;B801;2008;2;75+;20;189
;;X;B801;2008;2;75+;31;87
;;X;B801;2008;2;75+;32;166
;;X;B801;2008;2;75+;41;50
;;X;B801;2008;2;75+;42;152
;;X;B801;2008;2;75+;51;81
;;X;B801;2008;2;75+;52;103
;;X;B801;2008;2;75+;53;90
;;X;B801;2008;2;75+;63;124
;;X;B801;2008;2;75+;64;217
;;X;B801;2008;2;75+;71;90
;;X;B801;2008;2;75+;72;189
;;X;B801;2008;2;75+;80;177
;;X;B801;2009;1;15-34;10;29
;;X;B801;2009;1;15-34;20;58
;;X;B801;2009;1;15-34;31;24
;;X;B801;2009;1;15-34;32;41
;;X;B801;2009;1;15-34;41;10
;;X;B801;2009;1;15-34;42;49
;;X;B801;2009;1;15-34;51;35
;;X;B801;2009;1;15-34;52;21
;;X;B801;2009;1;15-34;53;27
;;X;B801;2009;1;15-34;63;15
;;X;B801;2009;1;15-34;64;43
;;X;B801;2009;1;15-34;71;14
;;X;B801;2009;1;15-34;72;46
;;X;B801;2009;1;15-34;80;45
;;X;B801;2009;1;35-44;10;27
;;X;B801;2009;1;35-44;20;47
;;X;B801;2009;1;35-44;31;40
;;X;B801;2009;1;35-44;32;36
;;X;B801;2009;1;35-44;41;16
;;X;B801;2009;1;35-44;42;41
;;X;B801;2009;1;35-44;51;49
;;X;B801;2009;1;35-44;52;33
;;X;B801;2009;1;35-44;53;27
;;X;B801;2009;1;35-44;63;15
;;X;B801;2009;1;35-44;64;48
;;X;B801;2009;1;35-44;71;19
;;X;B801;2009;1;35-44;72;44
;;X;B801;2009;1;35-44;80;50
;;X;B801;2009;1;45-54;10;43
;;X;B801;2009;1;45-54;20;94
;;X;B801;2009;1;45-54;31;62
;;X;B801;2009;1;45-54;32;73
;;X;B801;2009;1;45-54;41;17
;;X;B801;2009;1;45-54;42;93
;;X;B801;2009;1;45-54;51;73
;;X;B801;2009;1;45-54;52;70
;;X;B801;2009;1;45-54;53;50
;;X;B801;2009;1;45-54;63;29
;;X;B801;2009;1;45-54;64;94
;;X;B801;2009;1;45-54;71;27
;;X;B801;2009;1;45-54;72;82
;;X;B801;2009;1;45-54;80;107
;;X;B801;2009;1;55-64;10;88
;;X;B801;2009;1;55-64;20;115
;;X;B801;2009;1;55-64;31;104
;;X;B801;2009;1;55-64;32;98
;;X;B801;2009;1;55-64;41;28
;;X;B801;2009;1;55-64;42;168
;;X;B801;2009;1;55-64;51;147
;;X;B801;2009;1;55-64;52;81
;;X;B801;2009;1;55-64;53;89
;;X;B801;2009;1;55-64;63;42
;;X;B801;2009;1;55-64;64;147
;;X;B801;2009;1;55-64;71;49
;;X;B801;2009;1;55-64;72;95
;;X;B801;2009;1;55-64;80;124
;;X;B801;2009;1;65-74;10;33
;;X;B801;2009;1;65-74;20;88
;;X;B801;2009;1;65-74;31;56
;;X;B801;2009;1;65-74;32;91
;;X;B801;2009;1;65-74;41;25
;;X;B801;2009;1;65-74;42;86
;;X;B801;2009;1;65-74;51;93
;;X;B801;2009;1;65-74;52;37
;;X;B801;2009;1;65-74;53;53
;;X;B801;2009;1;65-74;63;30
;;X;B801;2009;1;65-74;64;128
;;X;B801;2009;1;65-74;71;40
;;X;B801;2009;1;65-74;72;76
;;X;B801;2009;1;65-74;80;89
;;X;B801;2009;1;75+;10;57
;;X;B801;2009;1;75+;20;73
;;X;B801;2009;1;75+;31;47
;;X;B801;2009;1;75+;32;88
;;X;B801;2009;1;75+;41;19
;;X;B801;2009;1;75+;42;79
;;X;B801;2009;1;75+;51;91
;;X;B801;2009;1;75+;52;58
;;X;B801;2009;1;75+;53;47
;;X;B801;2009;1;75+;63;38
;;X;B801;2009;1;75+;64;130
;;X;B801;2009;1;75+;71;45
;;X;B801;2009;1;75+;72;101
;;X;B801;2009;1;75+;80;72
;;X;B801;2009;2;15-34;10;9
;;X;B801;2009;2;15-34;20;27
;;X;B801;2009;2;15-34;31;9
;;X;B801;2009;2;15-34;32;25
;;X;B801;2009;2;15-34;41;3
;;X;B801;2009;2;15-34;42;34
;;X;B801;2009;2;15-34;51;18
;;X;B801;2009;2;15-34;52;22
;;X;B801;2009;2;15-34;53;8
;;X;B801;2009;2;15-34;63;9
;;X;B801;2009;2;15-34;64;23
;;X;B801;2009;2;15-34;71;11
;;X;B801;2009;2;15-34;72;30
;;X;B801;2009;2;15-34;80;24
;;X;B801;2009;2;35-44;10;17
;;X;B801;2009;2;35-44;20;13
;;X;B801;2009;2;35-44;31;20
;;X;B801;2009;2;35-44;32;20
;;X;B801;2009;2;35-44;41;7
;;X;B801;2009;2;35-44;42;30
;;X;B801;2009;2;35-44;51;10
;;X;B801;2009;2;35-44;52;14
;;X;B801;2009;2;35-44;53;11
;;X;B801;2009;2;35-44;63;5
;;X;B801;2009;2;35-44;64;12
;;X;B801;2009;2;35-44;71;11
;;X;B801;2009;2;35-44;72;20
;;X;B801;2009;2;35-44;80;18
;;X;B801;2009;2;45-54;10;26
;;X;B801;2009;2;45-54;20;53
;;X;B801;2009;2;45-54;31;39
;;X;B801;2009;2;45-54;32;54
;;X;B801;2009;2;45-54;41;19
;;X;B801;2009;2;45-54;42;88
;;X;B801;2009;2;45-54;51;51
;;X;B801;2009;2;45-54;52;27
;;X;B801;2009;2;45-54;53;29
;;X;B801;2009;2;45-54;63;13
;;X;B801;2009;2;45-54;64;56
;;X;B801;2009;2;45-54;71;22
;;X;B801;2009;2;45-54;72;48
;;X;B801;2009;2;45-54;80;87
;;X;B801;2009;2;55-64;10;62
;;X;B801;2009;2;55-64;20;123
