KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
B110;2009;2;35-44;71;6
B110;2009;2;35-44;72;5
B110;2009;2;35-44;80;16
B110;2009;2;45-54;10;12
B110;2009;2;45-54;20;25
B110;2009;2;45-54;31;4
B110;2009;2;45-54;32;10
B110;2009;2;45-54;41;4
B110;2009;2;45-54;42;6
B110;2009;2;45-54;51;4
B110;2009;2;45-54;52;4
B110;2009;2;45-54;53;7
B110;2009;2;45-54;63;9
B110;2009;2;45-54;64;9
B110;2009;2;45-54;71;5
B110;2009;2;45-54;72;6
B110;2009;2;45-54;80;16
B110;2009;2;55-64;10;17
B110;2009;2;55-64;20;43
B110;2009;2;55-64;31;6
B110;2009;2;55-64;32;7
B110;2009;2;55-64;41;7
B110;2009;2;55-64;42;23
B110;2009;2;55-64;51;10
B110;2009;2;55-64;52;13
B110;2009;2;55-64;53;8
B110;2009;2;55-64;63;11
B110;2009;2;55-64;64;24
B110;2009;2;55-64;71;5
B110;2009;2;55-64;72;10
B110;2009;2;55-64;80;28
B110;2009;2;65-74;10;16
B110;2009;2;65-74;20;49
B110;2009;2;65-74;31;9
B110;2009;2;65-74;32;20
B110;2009;2;65-74;41;13
B110;2009;2;65-74;42;19
B110;2009;2;65-74;51;7
B110;2009;2;65-74;52;16
B110;2009;2;65-74;53;10
B110;2009;2;65-74;63;10
B110;2009;2;65-74;64;20
B110;2009;2;65-74;71;4
B110;2009;2;65-74;72;23
B110;2009;2;65-74;80;44
B110;2009;2;75+;10;40
B110;2009;2;75+;20;77
B110;2009;2;75+;31;20
B110;2009;2;75+;32;27
B110;2009;2;75+;41;16
B110;2009;2;75+;42;26
B110;2009;2;75+;51;14
B110;2009;2;75+;52;24
B110;2009;2;75+;53;26
B110;2009;2;75+;63;15
B110;2009;2;75+;64;46
B110;2009;2;75+;71;28
B110;2009;2;75+;72;26
B110;2009;2;75+;80;86
B110;2010;1;15-34;10;14
B110;2010;1;15-34;20;101
B110;2010;1;15-34;31;6
B110;2010;1;15-34;32;17
B110;2010;1;15-34;41;2
B110;2010;1;15-34;42;17
B110;2010;1;15-34;51;14
B110;2010;1;15-34;52;21
B110;2010;1;15-34;53;24
B110;2010;1;15-34;63;18
B110;2010;1;15-34;64;30
B110;2010;1;15-34;71;12
B110;2010;1;15-34;72;22
B110;2010;1;15-34;80;26
B110;2010;1;35-44;10;6
B110;2010;1;35-44;20;26
B110;2010;1;35-44;31;3
B110;2010;1;35-44;32;7
B110;2010;1;35-44;41;1
B110;2010;1;35-44;42;3
B110;2010;1;35-44;51;4
B110;2010;1;35-44;52;6
B110;2010;1;35-44;53;6
B110;2010;1;35-44;63;5
B110;2010;1;35-44;64;5
B110;2010;1;35-44;71;6
B110;2010;1;35-44;72;1
B110;2010;1;35-44;80;5
B110;2010;1;45-54;10;6
B110;2010;1;45-54;20;27
B110;2010;1;45-54;31;3
B110;2010;1;45-54;32;4
B110;2010;1;45-54;42;7
B110;2010;1;45-54;51;3
B110;2010;1;45-54;52;6
B110;2010;1;45-54;53;6
B110;2010;1;45-54;63;5
B110;2010;1;45-54;64;11
B110;2010;1;45-54;71;3
B110;2010;1;45-54;72;2
B110;2010;1;45-54;80;13
B110;2010;1;55-64;10;8
B110;2010;1;55-64;20;32
B110;2010;1;55-64;31;7
B110;2010;1;55-64;32;4
B110;2010;1;55-64;41;2
B110;2010;1;55-64;42;8
B110;2010;1;55-64;51;7
B110;2010;1;55-64;52;8
B110;2010;1;55-64;53;6
B110;2010;1;55-64;63;2
B110;2010;1;55-64;64;15
B110;2010;1;55-64;71;3
B110;2010;1;55-64;72;7
B110;2010;1;55-64;80;18
B110;2010;1;65-74;10;17
B110;2010;1;65-74;20;32
B110;2010;1;65-74;31;9
B110;2010;1;65-74;32;4
B110;2010;1;65-74;41;2
B110;2010;1;65-74;42;11
B110;2010;1;65-74;51;6
B110;2010;1;65-74;52;6
B110;2010;1;65-74;53;8
B110;2010;1;65-74;63;8
B110;2010;1;65-74;64;22
B110;2010;1;65-74;71;8
B110;2010;1;65-74;72;7
B110;2010;1;65-74;80;20
B110;2010;1;75+;10;33
B110;2010;1;75+;20;53
B110;2010;1;75+;31;8
B110;2010;1;75+;32;15
B110;2010;1;75+;41;8
B110;2010;1;75+;42;9
B110;2010;1;75+;51;12
B110;2010;1;75+;52;14
B110;2010;1;75+;53;12
B110;2010;1;75+;63;9
B110;2010;1;75+;64;17
B110;2010;1;75+;71;10
B110;2010;1;75+;72;11
B110;2010;1;75+;80;28
B110;2010;2;15-34;10;25
B110;2010;2;15-34;20;158
B110;2010;2;15-34;31;14
B110;2010;2;15-34;32;31
B110;2010;2;15-34;41;9
B110;2010;2;15-34;42;34
B110;2010;2;15-34;51;13
B110;2010;2;15-34;52;39
B110;2010;2;15-34;53;24
B110;2010;2;15-34;63;27
B110;2010;2;15-34;64;36
B110;2010;2;15-34;71;15
B110;2010;2;15-34;72;30
B110;2010;2;15-34;80;45
B110;2010;2;35-44;10;7
B110;2010;2;35-44;20;53
B110;2010;2;35-44;31;3
B110;2010;2;35-44;32;5
B110;2010;2;35-44;41;2
B110;2010;2;35-44;42;8
B110;2010;2;35-44;51;7
B110;2010;2;35-44;52;3
B110;2010;2;35-44;53;13
B110;2010;2;35-44;63;6
B110;2010;2;35-44;64;10
B110;2010;2;35-44;71;3
B110;2010;2;35-44;72;8
B110;2010;2;35-44;80;16
B110;2010;2;45-54;10;8
B110;2010;2;45-54;20;40
B110;2010;2;45-54;31;8
B110;2010;2;45-54;32;4
B110;2010;2;45-54;41;1
B110;2010;2;45-54;42;11
B110;2010;2;45-54;51;10
B110;2010;2;45-54;52;7
B110;2010;2;45-54;53;12
B110;2010;2;45-54;63;3
B110;2010;2;45-54;64;10
B110;2010;2;45-54;71;3
B110;2010;2;45-54;72;5
B110;2010;2;45-54;80;16
B110;2010;2;55-64;10;11
B110;2010;2;55-64;20;52
B110;2010;2;55-64;31;8
B110;2010;2;55-64;32;11
B110;2010;2;55-64;41;3
B110;2010;2;55-64;42;15
B110;2010;2;55-64;51;8
B110;2010;2;55-64;52;13
B110;2010;2;55-64;53;13
B110;2010;2;55-64;63;6
B110;2010;2;55-64;64;16
B110;2010;2;55-64;71;3
B110;2010;2;55-64;72;14
B110;2010;2;55-64;80;21
B110;2010;2;65-74;10;20
B110;2010;2;65-74;20;75
B110;2010;2;65-74;31;10
B110;2010;2;65-74;32;9
B110;2010;2;65-74;41;7
B110;2010;2;65-74;42;22
B110;2010;2;65-74;51;14
B110;2010;2;65-74;52;11
B110;2010;2;65-74;53;14
B110;2010;2;65-74;63;10
B110;2010;2;65-74;64;21
B110;2010;2;65-74;71;13
B110;2010;2;65-74;72;17
B110;2010;2;65-74;80;36
B110;2010;2;75+;10;52
B110;2010;2;75+;20;169
B110;2010;2;75+;31;24
B110;2010;2;75+;32;27
B110;2010;2;75+;41;15
B110;2010;2;75+;42;27
B110;2010;2;75+;51;25
B110;2010;2;75+;52;30
B110;2010;2;75+;53;39
B110;2010;2;75+;63;26
B110;2010;2;75+;64;41
B110;2010;2;75+;71;25
B110;2010;2;75+;72;44
B110;2010;2;75+;80;75
B110;2011;1;15-34;10;27
B110;2011;1;15-34;20;98
B110;2011;1;15-34;31;12
B110;2011;1;15-34;32;16
B110;2011;1;15-34;41;8
B110;2011;1;15-34;42;24
B110;2011;1;15-34;51;13
B110;2011;1;15-34;52;22
B110;2011;1;15-34;53;20
B110;2011;1;15-34;63;20
B110;2011;1;15-34;64;30
B110;2011;1;15-34;71;11
B110;2011;1;15-34;72;19
B110;2011;1;15-34;80;22
B110;2011;1;35-44;10;9
B110;2011;1;35-44;20;52
B110;2011;1;35-44;31;1
B110;2011;1;35-44;32;7
B110;2011;1;35-44;41;2
B110;2011;1;35-44;42;9
B110;2011;1;35-44;51;3
B110;2011;1;35-44;52;3
B110;2011;1;35-44;53;5
B110;2011;1;35-44;63;4
B110;2011;1;35-44;64;4
B110;2011;1;35-44;71;2
B110;2011;1;35-44;72;9
B110;2011;1;35-44;80;6
B110;2011;1;45-54;10;9
B110;2011;1;45-54;20;31
B110;2011;1;45-54;31;4
B110;2011;1;45-54;32;5
B110;2011;1;45-54;41;3
B110;2011;1;45-54;42;9
B110;2011;1;45-54;51;4
B110;2011;1;45-54;52;6
B110;2011;1;45-54;53;6
B110;2011;1;45-54;63;3
B110;2011;1;45-54;64;12
B110;2011;1;45-54;71;2
B110;2011;1;45-54;72;5
B110;2011;1;45-54;80;14
B110;2011;1;55-64;10;11
B110;2011;1;55-64;20;42
B110;2011;1;55-64;31;6
B110;2011;1;55-64;32;4
B110;2011;1;55-64;41;2
B110;2011;1;55-64;42;15
B110;2011;1;55-64;51;6
B110;2011;1;55-64;52;13
B110;2011;1;55-64;53;18
B110;2011;1;55-64;63;3
B110;2011;1;55-64;64;13
B110;2011;1;55-64;71;1
B110;2011;1;55-64;72;7
B110;2011;1;55-64;80;23
B110;2011;1;65-74;10;13
B110;2011;1;65-74;20;33
B110;2011;1;65-74;31;3
B110;2011;1;65-74;32;6
B110;2011;1;65-74;41;5
B110;2011;1;65-74;42;5
B110;2011;1;65-74;51;4
B110;2011;1;65-74;52;4
B110;2011;1;65-74;53;12
B110;2011;1;65-74;63;6
B110;2011;1;65-74;64;16
B110;2011;1;65-74;71;5
B110;2011;1;65-74;72;8
B110;2011;1;65-74;80;27
B110;2011;1;75+;10;20
B110;2011;1;75+;20;29
B110;2011;1;75+;31;4
B110;2011;1;75+;32;8
B110;2011;1;75+;41;5
B110;2011;1;75+;42;10
B110;2011;1;75+;51;6
B110;2011;1;75+;52;21
B110;2011;1;75+;53;15
B110;2011;1;75+;63;12
B110;2011;1;75+;64;16
B110;2011;1;75+;71;9
B110;2011;1;75+;72;18
B110;2011;1;75+;80;31
B110;2011;2;15-34;10;17
B110;2011;2;15-34;20;213
B110;2011;2;15-34;31;19
B110;2011;2;15-34;32;27
B110;2011;2;15-34;41;8
B110;2011;2;15-34;42;28
B110;2011;2;15-34;51;27
B110;2011;2;15-34;52;26
B110;2011;2;15-34;53;22
B110;2011;2;15-34;63;24
B110;2011;2;15-34;64;29
B110;2011;2;15-34;71;9
B110;2011;2;15-34;72;22
B110;2011;2;15-34;80;52
B110;2011;2;35-44;10;14
B110;2011;2;35-44;20;63
B110;2011;2;35-44;31;7
B110;2011;2;35-44;32;9
B110;2011;2;35-44;41;2
B110;2011;2;35-44;42;12
B110;2011;2;35-44;51;10
B110;2011;2;35-44;52;10
B110;2011;2;35-44;53;7
B110;2011;2;35-44;63;3
B110;2011;2;35-44;64;6
B110;2011;2;35-44;71;3
B110;2011;2;35-44;72;3
B110;2011;2;35-44;80;20
B110;2011;2;45-54;10;9
B110;2011;2;45-54;20;49
B110;2011;2;45-54;31;6
B110;2011;2;45-54;32;7
B110;2011;2;45-54;41;1
B110;2011;2;45-54;42;5
B110;2011;2;45-54;51;8
B110;2011;2;45-54;52;5
B110;2011;2;45-54;53;12
B110;2011;2;45-54;63;9
B110;2011;2;45-54;64;3
B110;2011;2;45-54;71;1
B110;2011;2;45-54;72;6
B110;2011;2;45-54;80;10
B110;2011;2;55-64;10;17
B110;2011;2;55-64;20;55
B110;2011;2;55-64;31;9
B110;2011;2;55-64;32;8
B110;2011;2;55-64;41;3
B110;2011;2;55-64;42;20
B110;2011;2;55-64;51;5
B110;2011;2;55-64;52;8
B110;2011;2;55-64;53;14
B110;2011;2;55-64;63;11
B110;2011;2;55-64;64;23
B110;2011;2;55-64;71;6
B110;2011;2;55-64;72;13
B110;2011;2;55-64;80;28
B110;2011;2;65-74;10;20
B110;2011;2;65-74;20;65
B110;2011;2;65-74;31;10
B110;2011;2;65-74;32;16
B110;2011;2;65-74;41;14
B110;2011;2;65-74;42;20
B110;2011;2;65-74;51;7
B110;2011;2;65-74;52;14
B110;2011;2;65-74;53;22
B110;2011;2;65-74;63;9
B110;2011;2;65-74;64;16
B110;2011;2;65-74;71;12
B110;2011;2;65-74;72;15
B110;2011;2;65-74;80;48
B110;2011;2;75+;10;30
B110;2011;2;75+;20;94
B110;2011;2;75+;31;28
B110;2011;2;75+;32;33
B110;2011;2;75+;41;16
B110;2011;2;75+;42;22
B110;2011;2;75+;51;18
B110;2011;2;75+;52;34
B110;2011;2;75+;53;41
B110;2011;2;75+;63;22
B110;2011;2;75+;64;39
B110;2011;2;75+;71;23
B110;2011;2;75+;72;39
B110;2011;2;75+;80;67
B111;2007;1;15-34;10;32
B111;2007;1;15-34;20;24
B111;2007;1;15-34;31;11
B111;2007;1;15-34;32;18
B111;2007;1;15-34;41;9
B111;2007;1;15-34;42;11
B111;2007;1;15-34;51;20
B111;2007;1;15-34;52;16
B111;2007;1;15-34;53;7
B111;2007;1;15-34;63;8
B111;2007;1;15-34;64;27
B111;2007;1;15-34;71;13
B111;2007;1;15-34;72;12
B111;2007;1;15-34;80;32
B111;2007;1;35-44;10;18
B111;2007;1;35-44;20;22
B111;2007;1;35-44;31;5
B111;2007;1;35-44;32;4
B111;2007;1;35-44;41;3
B111;2007;1;35-44;42;7
B111;2007;1;35-44;51;8
B111;2007;1;35-44;52;10
B111;2007;1;35-44;53;5
B111;2007;1;35-44;63;11
B111;2007;1;35-44;64;14
B111;2007;1;35-44;71;1
B111;2007;1;35-44;72;5
B111;2007;1;35-44;80;11
B111;2007;1;45-54;10;39
B111;2007;1;45-54;20;26
B111;2007;1;45-54;31;8
B111;2007;1;45-54;32;10
B111;2007;1;45-54;41;8
B111;2007;1;45-54;42;18
B111;2007;1;45-54;51;15
B111;2007;1;45-54;52;14
B111;2007;1;45-54;53;8
B111;2007;1;45-54;63;10
B111;2007;1;45-54;64;27
B111;2007;1;45-54;71;13
B111;2007;1;45-54;72;10
B111;2007;1;45-54;80;31
B111;2007;1;55-64;10;69
B111;2007;1;55-64;20;59
B111;2007;1;55-64;31;32
B111;2007;1;55-64;32;25
B111;2007;1;55-64;41;14
B111;2007;1;55-64;42;35
B111;2007;1;55-64;51;20
B111;2007;1;55-64;52;23
B111;2007;1;55-64;53;25
B111;2007;1;55-64;63;23
B111;2007;1;55-64;64;54
B111;2007;1;55-64;71;25
B111;2007;1;55-64;72;18
B111;2007;1;55-64;80;64
B111;2007;1;65-74;10;59
B111;2007;1;65-74;20;50
B111;2007;1;65-74;31;31
B111;2007;1;65-74;32;25
B111;2007;1;65-74;41;12
B111;2007;1;65-74;42;41
B111;2007;1;65-74;51;19
B111;2007;1;65-74;52;24
B111;2007;1;65-74;53;22
B111;2007;1;65-74;63;18
B111;2007;1;65-74;64;57
B111;2007;1;65-74;71;23
B111;2007;1;65-74;72;29
B111;2007;1;65-74;80;69
B111;2007;1;75+;10;124
B111;2007;1;75+;20;71
B111;2007;1;75+;31;35
B111;2007;1;75+;32;34
B111;2007;1;75+;41;24
B111;2007;1;75+;42;42
B111;2007;1;75+;51;31
B111;2007;1;75+;52;36
B111;2007;1;75+;53;28
B111;2007;1;75+;63;30
B111;2007;1;75+;64;87
B111;2007;1;75+;71;39
B111;2007;1;75+;72;34
B111;2007;1;75+;80;68
B111;2007;2;15-34;10;25
B111;2007;2;15-34;20;22
B111;2007;2;15-34;31;6
B111;2007;2;15-34;32;5
B111;2007;2;15-34;41;11
B111;2007;2;15-34;42;16
B111;2007;2;15-34;51;8
B111;2007;2;15-34;52;6
B111;2007;2;15-34;53;9
B111;2007;2;15-34;63;4
B111;2007;2;15-34;64;16
B111;2007;2;15-34;71;4
B111;2007;2;15-34;72;15
B111;2007;2;15-34;80;16
B111;2007;2;35-44;10;30
B111;2007;2;35-44;20;22
B111;2007;2;35-44;31;10
B111;2007;2;35-44;32;9
B111;2007;2;35-44;41;8
B111;2007;2;35-44;42;17
B111;2007;2;35-44;51;7
B111;2007;2;35-44;52;6
B111;2007;2;35-44;53;7
B111;2007;2;35-44;63;8
B111;2007;2;35-44;64;19
B111;2007;2;35-44;71;15
B111;2007;2;35-44;72;6
B111;2007;2;35-44;80;14
B111;2007;2;45-54;10;45
B111;2007;2;45-54;20;43
B111;2007;2;45-54;31;19
B111;2007;2;45-54;32;12
B111;2007;2;45-54;41;7
B111;2007;2;45-54;42;26
B111;2007;2;45-54;51;12
B111;2007;2;45-54;52;16
B111;2007;2;45-54;53;16
B111;2007;2;45-54;63;5
B111;2007;2;45-54;64;30
B111;2007;2;45-54;71;14
B111;2007;2;45-54;72;15
B111;2007;2;45-54;80;40
B111;2007;2;55-64;10;76
B111;2007;2;55-64;20;52
B111;2007;2;55-64;31;25
B111;2007;2;55-64;32;21
B111;2007;2;55-64;41;12
B111;2007;2;55-64;42;34
B111;2007;2;55-64;51;26
B111;2007;2;55-64;52;28
B111;2007;2;55-64;53;20
B111;2007;2;55-64;63;16
B111;2007;2;55-64;64;50
B111;2007;2;55-64;71;26
B111;2007;2;55-64;72;19
B111;2007;2;55-64;80;58
B111;2007;2;65-74;10;77
B111;2007;2;65-74;20;56
B111;2007;2;65-74;31;23
B111;2007;2;65-74;32;28
B111;2007;2;65-74;41;16
B111;2007;2;65-74;42;29
B111;2007;2;65-74;51;12
B111;2007;2;65-74;52;29
B111;2007;2;65-74;53;23
B111;2007;2;65-74;63;24
B111;2007;2;65-74;64;47
B111;2007;2;65-74;71;21
B111;2007;2;65-74;72;20
B111;2007;2;65-74;80;62
B111;2007;2;75+;10;186
B111;2007;2;75+;20;105
B111;2007;2;75+;31;56
B111;2007;2;75+;32;59
B111;2007;2;75+;41;36
B111;2007;2;75+;42;75
B111;2007;2;75+;51;44
B111;2007;2;75+;52;61
B111;2007;2;75+;53;48
B111;2007;2;75+;63;33
B111;2007;2;75+;64;141
B111;2007;2;75+;71;61
B111;2007;2;75+;72;53
B111;2007;2;75+;80;115
B111;2008;1;15-34;10;27
B111;2008;1;15-34;20;26
B111;2008;1;15-34;31;13
B111;2008;1;15-34;32;10
B111;2008;1;15-34;41;9
B111;2008;1;15-34;42;11
B111;2008;1;15-34;51;15
B111;2008;1;15-34;52;12
B111;2008;1;15-34;53;17
B111;2008;1;15-34;63;11
B111;2008;1;15-34;64;26
B111;2008;1;15-34;71;11
B111;2008;1;15-34;72;12
B111;2008;1;15-34;80;25
B111;2008;1;35-44;10;24
B111;2008;1;35-44;20;23
B111;2008;1;35-44;31;8
B111;2008;1;35-44;32;7
B111;2008;1;35-44;41;4
B111;2008;1;35-44;42;13
B111;2008;1;35-44;51;11
B111;2008;1;35-44;52;10
B111;2008;1;35-44;53;12
B111;2008;1;35-44;63;7
B111;2008;1;35-44;64;9
B111;2008;1;35-44;71;10
B111;2008;1;35-44;72;5
B111;2008;1;35-44;80;20
B111;2008;1;45-54;10;33
B111;2008;1;45-54;20;32
B111;2008;1;45-54;31;25
B111;2008;1;45-54;32;7
B111;2008;1;45-54;41;11
B111;2008;1;45-54;42;22
B111;2008;1;45-54;51;16
B111;2008;1;45-54;52;13
B111;2008;1;45-54;53;14
B111;2008;1;45-54;63;12
B111;2008;1;45-54;64;39
B111;2008;1;45-54;71;6
B111;2008;1;45-54;72;13
B111;2008;1;45-54;80;31
B111;2008;1;55-64;10;71
B111;2008;1;55-64;20;59
B111;2008;1;55-64;31;36
B111;2008;1;55-64;32;35
B111;2008;1;55-64;41;24
B111;2008;1;55-64;42;55
B111;2008;1;55-64;51;21
B111;2008;1;55-64;52;21
B111;2008;1;55-64;53;23
B111;2008;1;55-64;63;27
B111;2008;1;55-64;64;59
B111;2008;1;55-64;71;17
B111;2008;1;55-64;72;27
B111;2008;1;55-64;80;68
B111;2008;1;65-74;10;69
B111;2008;1;65-74;20;80
B111;2008;1;65-74;31;24
B111;2008;1;65-74;32;28
B111;2008;1;65-74;41;15
B111;2008;1;65-74;42;25
B111;2008;1;65-74;51;32
B111;2008;1;65-74;52;22
B111;2008;1;65-74;53;22
B111;2008;1;65-74;63;22
B111;2008;1;65-74;64;42
B111;2008;1;65-74;71;30
B111;2008;1;65-74;72;34
B111;2008;1;65-74;80;77
B111;2008;1;75+;10;115
B111;2008;1;75+;20;76
B111;2008;1;75+;31;28
B111;2008;1;75+;32;42
B111;2008;1;75+;41;20
B111;2008;1;75+;42;45
B111;2008;1;75+;51;35
B111;2008;1;75+;52;34
B111;2008;1;75+;53;31
B111;2008;1;75+;63;33
B111;2008;1;75+;64;81
B111;2008;1;75+;71;31
B111;2008;1;75+;72;28
B111;2008;1;75+;80;84
B111;2008;2;15-34;10;28
B111;2008;2;15-34;20;20
B111;2008;2;15-34;31;4
B111;2008;2;15-34;32;13
B111;2008;2;15-34;41;5
B111;2008;2;15-34;42;20
B111;2008;2;15-34;51;14
B111;2008;2;15-34;52;9
B111;2008;2;15-34;53;9
B111;2008;2;15-34;63;11
B111;2008;2;15-34;64;20
B111;2008;2;15-34;71;7
B111;2008;2;15-34;72;11
B111;2008;2;15-34;80;14
B111;2008;2;35-44;10;25
B111;2008;2;35-44;20;18
B111;2008;2;35-44;31;11
B111;2008;2;35-44;32;4
B111;2008;2;35-44;41;3
B111;2008;2;35-44;42;23
B111;2008;2;35-44;51;9
B111;2008;2;35-44;52;8
B111;2008;2;35-44;53;6
B111;2008;2;35-44;63;3
B111;2008;2;35-44;64;21
B111;2008;2;35-44;71;5
B111;2008;2;35-44;72;3
B111;2008;2;35-44;80;17
B111;2008;2;45-54;10;36
B111;2008;2;45-54;20;32
B111;2008;2;45-54;31;18
B111;2008;2;45-54;32;18
B111;2008;2;45-54;41;3
B111;2008;2;45-54;42;22
B111;2008;2;45-54;51;10
B111;2008;2;45-54;52;22
B111;2008;2;45-54;53;20
B111;2008;2;45-54;63;9
B111;2008;2;45-54;64;38
B111;2008;2;45-54;71;16
B111;2008;2;45-54;72;15
B111;2008;2;45-54;80;38
B111;2008;2;55-64;10;72
B111;2008;2;55-64;20;58
B111;2008;2;55-64;31;25
B111;2008;2;55-64;32;31
B111;2008;2;55-64;41;26
B111;2008;2;55-64;42;43
B111;2008;2;55-64;51;37
B111;2008;2;55-64;52;29
B111;2008;2;55-64;53;21
B111;2008;2;55-64;63;19
B111;2008;2;55-64;64;40
B111;2008;2;55-64;71;24
B111;2008;2;55-64;72;27
B111;2008;2;55-64;80;57
B111;2008;2;65-74;10;81
B111;2008;2;65-74;20;66
B111;2008;2;65-74;31;28
B111;2008;2;65-74;32;37
B111;2008;2;65-74;41;13
B111;2008;2;65-74;42;25
B111;2008;2;65-74;51;24
B111;2008;2;65-74;52;25
B111;2008;2;65-74;53;28
B111;2008;2;65-74;63;17
B111;2008;2;65-74;64;69
B111;2008;2;65-74;71;23
B111;2008;2;65-74;72;26
B111;2008;2;65-74;80;76
B111;2008;2;75+;10;204
B111;2008;2;75+;20;137
B111;2008;2;75+;31;74
B111;2008;2;75+;32;69
B111;2008;2;75+;41;21
B111;2008;2;75+;42;71
B111;2008;2;75+;51;59
B111;2008;2;75+;52;56
B111;2008;2;75+;53;56
B111;2008;2;75+;63;40
B111;2008;2;75+;64;135
B111;2008;2;75+;71;80
B111;2008;2;75+;72;52
B111;2008;2;75+;80;143
B111;2009;1;15-34;10;19
B111;2009;1;15-34;20;29
B111;2009;1;15-34;31;12
B111;2009;1;15-34;32;13
B111;2009;1;15-34;41;8
B111;2009;1;15-34;42;18
B111;2009;1;15-34;51;13
B111;2009;1;15-34;52;4
B111;2009;1;15-34;53;10
B111;2009;1;15-34;63;11
B111;2009;1;15-34;64;24
B111;2009;1;15-34;71;8
B111;2009;1;15-34;72;8
B111;2009;1;15-34;80;18
B111;2009;1;35-44;10;28
B111;2009;1;35-44;20;16
B111;2009;1;35-44;31;8
B111;2009;1;35-44;32;6
B111;2009;1;35-44;41;5
B111;2009;1;35-44;42;12
B111;2009;1;35-44;51;13
B111;2009;1;35-44;52;4
B111;2009;1;35-44;53;4
B111;2009;1;35-44;63;13
B111;2009;1;35-44;64;18
B111;2009;1;35-44;71;3
B111;2009;1;35-44;72;10
B111;2009;1;35-44;80;23
B111;2009;1;45-54;10;43
B111;2009;1;45-54;20;27
B111;2009;1;45-54;31;10
B111;2009;1;45-54;32;20
B111;2009;1;45-54;41;6
B111;2009;1;45-54;42;15
B111;2009;1;45-54;51;16
B111;2009;1;45-54;52;10
B111;2009;1;45-54;53;12
B111;2009;1;45-54;63;18
B111;2009;1;45-54;64;26
B111;2009;1;45-54;71;11
B111;2009;1;45-54;72;9
B111;2009;1;45-54;80;35
B111;2009;1;55-64;10;82
B111;2009;1;55-64;20;73
B111;2009;1;55-64;31;32
B111;2009;1;55-64;32;32
B111;2009;1;55-64;41;19
B111;2009;1;55-64;42;44
B111;2009;1;55-64;51;24
B111;2009;1;55-64;52;30
B111;2009;1;55-64;53;32
B111;2009;1;55-64;63;21
B111;2009;1;55-64;64;46
B111;2009;1;55-64;71;24
B111;2009;1;55-64;72;26
B111;2009;1;55-64;80;54
B111;2009;1;65-74;10;68
B111;2009;1;65-74;20;66
B111;2009;1;65-74;31;22
B111;2009;1;65-74;32;30
B111;2009;1;65-74;41;19
B111;2009;1;65-74;42;39
B111;2009;1;65-74;51;24
B111;2009;1;65-74;52;33
B111;2009;1;65-74;53;22
B111;2009;1;65-74;63;18
B111;2009;1;65-74;64;64
B111;2009;1;65-74;71;31
B111;2009;1;65-74;72;25
B111;2009;1;65-74;80;78
B111;2009;1;75+;10;126
B111;2009;1;75+;20;99
B111;2009;1;75+;31;43
B111;2009;1;75+;32;52
B111;2009;1;75+;41;11
B111;2009;1;75+;42;37
B111;2009;1;75+;51;27
B111;2009;1;75+;52;41
B111;2009;1;75+;53;34
B111;2009;1;75+;63;32
B111;2009;1;75+;64;89
B111;2009;1;75+;71;38
B111;2009;1;75+;72;39
B111;2009;1;75+;80;89
B111;2009;2;15-34;10;23
B111;2009;2;15-34;20;29
B111;2009;2;15-34;31;11
B111;2009;2;15-34;32;10
B111;2009;2;15-34;41;5
B111;2009;2;15-34;42;17
B111;2009;2;15-34;51;9
B111;2009;2;15-34;52;4
B111;2009;2;15-34;53;15
B111;2009;2;15-34;63;7
B111;2009;2;15-34;64;16
B111;2009;2;15-34;71;8
B111;2009;2;15-34;72;7
B111;2009;2;15-34;80;22
B111;2009;2;35-44;10;38
B111;2009;2;35-44;20;23
B111;2009;2;35-44;31;7
B111;2009;2;35-44;32;4
B111;2009;2;35-44;41;5
B111;2009;2;35-44;42;13
B111;2009;2;35-44;51;10
B111;2009;2;35-44;52;6
B111;2009;2;35-44;53;13
B111;2009;2;35-44;63;9
B111;2009;2;35-44;64;16
B111;2009;2;35-44;71;5
B111;2009;2;35-44;72;6
B111;2009;2;35-44;80;22
B111;2009;2;45-54;10;37
B111;2009;2;45-54;20;44
B111;2009;2;45-54;31;11
B111;2009;2;45-54;32;13
B111;2009;2;45-54;41;13
B111;2009;2;45-54;42;15
B111;2009;2;45-54;51;15
B111;2009;2;45-54;52;12
B111;2009;2;45-54;53;16
B111;2009;2;45-54;63;15
B111;2009;2;45-54;64;21
B111;2009;2;45-54;71;11
B111;2009;2;45-54;72;17
B111;2009;2;45-54;80;49
B111;2009;2;55-64;10;93
B111;2009;2;55-64;20;74
B111;2009;2;55-64;31;35
B111;2009;2;55-64;32;34
B111;2009;2;55-64;41;13
B111;2009;2;55-64;42;33
B111;2009;2;55-64;51;38
B111;2009;2;55-64;52;19
B111;2009;2;55-64;53;29
B111;2009;2;55-64;63;19
B111;2009;2;55-64;64;46
B111;2009;2;55-64;71;15
B111;2009;2;55-64;72;17
B111;2009;2;55-64;80;59
B111;2009;2;65-74;10;83
B111;2009;2;65-74;20;71
B111;2009;2;65-74;31;33
B111;2009;2;65-74;32;29
B111;2009;2;65-74;41;12
B111;2009;2;65-74;42;34
B111;2009;2;65-74;51;20
B111;2009;2;65-74;52;27
B111;2009;2;65-74;53;20
B111;2009;2;65-74;63;27
B111;2009;2;65-74;64;59
