KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
A904;2010;1;15-34;32;3
A904;2010;1;15-34;41;5
A904;2010;1;15-34;42;5
A904;2010;1;15-34;51;5
A904;2010;1;15-34;52;3
A904;2010;1;15-34;63;1
A904;2010;1;15-34;64;5
A904;2010;1;15-34;71;4
A904;2010;1;15-34;72;2
A904;2010;1;15-34;80;2
A904;2010;1;35-44;10;57
A904;2010;1;35-44;20;57
A904;2010;1;35-44;31;17
A904;2010;1;35-44;32;17
A904;2010;1;35-44;41;29
A904;2010;1;35-44;42;51
A904;2010;1;35-44;51;29
A904;2010;1;35-44;52;7
A904;2010;1;35-44;53;22
A904;2010;1;35-44;63;14
A904;2010;1;35-44;64;24
A904;2010;1;35-44;71;19
A904;2010;1;35-44;72;8
A904;2010;1;35-44;80;48
A904;2010;1;45-54;10;247
A904;2010;1;45-54;20;336
A904;2010;1;45-54;31;102
A904;2010;1;45-54;32;97
A904;2010;1;45-54;41;151
A904;2010;1;45-54;42;313
A904;2010;1;45-54;51;130
A904;2010;1;45-54;52;93
A904;2010;1;45-54;53;99
A904;2010;1;45-54;63;75
A904;2010;1;45-54;64;127
A904;2010;1;45-54;71;118
A904;2010;1;45-54;72;75
A904;2010;1;45-54;80;280
A904;2010;1;55-64;10;770
A904;2010;1;55-64;20;1083
A904;2010;1;55-64;31;379
A904;2010;1;55-64;32;295
A904;2010;1;55-64;41;329
A904;2010;1;55-64;42;913
A904;2010;1;55-64;51;423
A904;2010;1;55-64;52;267
A904;2010;1;55-64;53;356
A904;2010;1;55-64;63;219
A904;2010;1;55-64;64;475
A904;2010;1;55-64;71;357
A904;2010;1;55-64;72;261
A904;2010;1;55-64;80;744
A904;2010;1;65-74;10;930
A904;2010;1;65-74;20;1117
A904;2010;1;65-74;31;343
A904;2010;1;65-74;32;316
A904;2010;1;65-74;41;322
A904;2010;1;65-74;42;871
A904;2010;1;65-74;51;374
A904;2010;1;65-74;52;255
A904;2010;1;65-74;53;361
A904;2010;1;65-74;63;268
A904;2010;1;65-74;64;609
A904;2010;1;65-74;71;391
A904;2010;1;65-74;72;348
A904;2010;1;65-74;80;863
A904;2010;1;75+;10;1049
A904;2010;1;75+;20;920
A904;2010;1;75+;31;231
A904;2010;1;75+;32;208
A904;2010;1;75+;41;213
A904;2010;1;75+;42;670
A904;2010;1;75+;51;342
A904;2010;1;75+;52;201
A904;2010;1;75+;53;320
A904;2010;1;75+;63;240
A904;2010;1;75+;64;560
A904;2010;1;75+;71;372
A904;2010;1;75+;72;314
A904;2010;1;75+;80;508
A904;2010;2;15-34;10;1
A904;2010;2;15-34;20;3
A904;2010;2;15-34;31;1
A904;2010;2;15-34;32;5
A904;2010;2;15-34;42;4
A904;2010;2;15-34;51;3
A904;2010;2;15-34;64;1
A904;2010;2;15-34;72;1
A904;2010;2;15-34;80;1
A904;2010;2;35-44;10;18
A904;2010;2;35-44;20;19
A904;2010;2;35-44;31;5
A904;2010;2;35-44;32;4
A904;2010;2;35-44;41;4
A904;2010;2;35-44;42;13
A904;2010;2;35-44;51;3
A904;2010;2;35-44;52;3
A904;2010;2;35-44;53;5
A904;2010;2;35-44;63;3
A904;2010;2;35-44;64;2
A904;2010;2;35-44;71;1
A904;2010;2;35-44;72;1
A904;2010;2;35-44;80;14
A904;2010;2;45-54;10;69
A904;2010;2;45-54;20;105
A904;2010;2;45-54;31;22
A904;2010;2;45-54;32;13
A904;2010;2;45-54;41;30
A904;2010;2;45-54;42;93
A904;2010;2;45-54;51;33
A904;2010;2;45-54;52;21
A904;2010;2;45-54;53;23
A904;2010;2;45-54;63;20
A904;2010;2;45-54;64;27
A904;2010;2;45-54;71;31
A904;2010;2;45-54;72;17
A904;2010;2;45-54;80;72
A904;2010;2;55-64;10;213
A904;2010;2;55-64;20;348
A904;2010;2;55-64;31;90
A904;2010;2;55-64;32;75
A904;2010;2;55-64;41;136
A904;2010;2;55-64;42;321
A904;2010;2;55-64;51;116
A904;2010;2;55-64;52;54
A904;2010;2;55-64;53;92
A904;2010;2;55-64;63;71
A904;2010;2;55-64;64;153
A904;2010;2;55-64;71;96
A904;2010;2;55-64;72;86
A904;2010;2;55-64;80;248
A904;2010;2;65-74;10;458
A904;2010;2;65-74;20;553
A904;2010;2;65-74;31;174
A904;2010;2;65-74;32;142
A904;2010;2;65-74;41;248
A904;2010;2;65-74;42;530
A904;2010;2;65-74;51;165
A904;2010;2;65-74;52;127
A904;2010;2;65-74;53;212
A904;2010;2;65-74;63;157
A904;2010;2;65-74;64;307
A904;2010;2;65-74;71;230
A904;2010;2;65-74;72;223
A904;2010;2;65-74;80;482
A904;2010;2;75+;10;1061
A904;2010;2;75+;20;1181
A904;2010;2;75+;31;249
A904;2010;2;75+;32;211
A904;2010;2;75+;41;212
A904;2010;2;75+;42;761
A904;2010;2;75+;51;375
A904;2010;2;75+;52;183
A904;2010;2;75+;53;360
A904;2010;2;75+;63;279
A904;2010;2;75+;64;759
A904;2010;2;75+;71;454
A904;2010;2;75+;72;420
A904;2010;2;75+;80;660
A904;2011;1;15-34;10;8
A904;2011;1;15-34;20;17
A904;2011;1;15-34;31;2
A904;2011;1;15-34;32;3
A904;2011;1;15-34;41;9
A904;2011;1;15-34;42;7
A904;2011;1;15-34;51;4
A904;2011;1;15-34;52;1
A904;2011;1;15-34;53;3
A904;2011;1;15-34;63;1
A904;2011;1;15-34;64;6
A904;2011;1;15-34;80;4
A904;2011;1;35-44;10;55
A904;2011;1;35-44;20;65
A904;2011;1;35-44;31;27
A904;2011;1;35-44;32;14
A904;2011;1;35-44;41;26
A904;2011;1;35-44;42;47
A904;2011;1;35-44;51;27
A904;2011;1;35-44;52;11
A904;2011;1;35-44;53;13
A904;2011;1;35-44;63;12
A904;2011;1;35-44;64;25
A904;2011;1;35-44;71;13
A904;2011;1;35-44;72;16
A904;2011;1;35-44;80;42
A904;2011;1;45-54;10;201
A904;2011;1;45-54;20;246
A904;2011;1;45-54;31;90
A904;2011;1;45-54;32;60
A904;2011;1;45-54;41;124
A904;2011;1;45-54;42;236
A904;2011;1;45-54;51;108
A904;2011;1;45-54;52;66
A904;2011;1;45-54;53;92
A904;2011;1;45-54;63;95
A904;2011;1;45-54;64;120
A904;2011;1;45-54;71;92
A904;2011;1;45-54;72;76
A904;2011;1;45-54;80;230
A904;2011;1;55-64;10;683
A904;2011;1;55-64;20;854
A904;2011;1;55-64;31;298
A904;2011;1;55-64;32;222
A904;2011;1;55-64;41;347
A904;2011;1;55-64;42;683
A904;2011;1;55-64;51;395
A904;2011;1;55-64;52;214
A904;2011;1;55-64;53;315
A904;2011;1;55-64;63;237
A904;2011;1;55-64;64;426
A904;2011;1;55-64;71;301
A904;2011;1;55-64;72;286
A904;2011;1;55-64;80;669
A904;2011;1;65-74;10;880
A904;2011;1;65-74;20;985
A904;2011;1;65-74;31;306
A904;2011;1;65-74;32;248
A904;2011;1;65-74;41;319
A904;2011;1;65-74;42;651
A904;2011;1;65-74;51;403
A904;2011;1;65-74;52;178
A904;2011;1;65-74;53;271
A904;2011;1;65-74;63;274
A904;2011;1;65-74;64;481
A904;2011;1;65-74;71;354
A904;2011;1;65-74;72;313
A904;2011;1;65-74;80;692
A904;2011;1;75+;10;900
A904;2011;1;75+;20;756
A904;2011;1;75+;31;185
A904;2011;1;75+;32;138
A904;2011;1;75+;41;244
A904;2011;1;75+;42;471
A904;2011;1;75+;51;267
A904;2011;1;75+;52;150
A904;2011;1;75+;53;215
A904;2011;1;75+;63;210
A904;2011;1;75+;64;461
A904;2011;1;75+;71;326
A904;2011;1;75+;72;229
A904;2011;1;75+;80;438
A904;2011;2;15-34;10;2
A904;2011;2;15-34;20;9
A904;2011;2;15-34;31;1
A904;2011;2;15-34;41;1
A904;2011;2;15-34;42;8
A904;2011;2;15-34;52;2
A904;2011;2;15-34;63;1
A904;2011;2;15-34;64;2
A904;2011;2;15-34;71;1
A904;2011;2;15-34;80;1
A904;2011;2;35-44;10;10
A904;2011;2;35-44;20;11
A904;2011;2;35-44;31;3
A904;2011;2;35-44;32;2
A904;2011;2;35-44;41;5
A904;2011;2;35-44;42;12
A904;2011;2;35-44;51;3
A904;2011;2;35-44;52;2
A904;2011;2;35-44;53;4
A904;2011;2;35-44;63;1
A904;2011;2;35-44;64;4
A904;2011;2;35-44;71;4
A904;2011;2;35-44;72;5
A904;2011;2;35-44;80;9
A904;2011;2;45-54;10;43
A904;2011;2;45-54;20;61
A904;2011;2;45-54;31;15
A904;2011;2;45-54;32;13
A904;2011;2;45-54;41;29
A904;2011;2;45-54;42;66
A904;2011;2;45-54;51;32
A904;2011;2;45-54;52;10
A904;2011;2;45-54;53;24
A904;2011;2;45-54;63;26
A904;2011;2;45-54;64;19
A904;2011;2;45-54;71;21
A904;2011;2;45-54;72;19
A904;2011;2;45-54;80;63
A904;2011;2;55-64;10;202
A904;2011;2;55-64;20;271
A904;2011;2;55-64;31;62
A904;2011;2;55-64;32;58
A904;2011;2;55-64;41;125
A904;2011;2;55-64;42;247
A904;2011;2;55-64;51;101
A904;2011;2;55-64;52;59
A904;2011;2;55-64;53;75
A904;2011;2;55-64;63;79
A904;2011;2;55-64;64;111
A904;2011;2;55-64;71;102
A904;2011;2;55-64;72;73
A904;2011;2;55-64;80;246
A904;2011;2;65-74;10;406
A904;2011;2;65-74;20;462
A904;2011;2;65-74;31;133
A904;2011;2;65-74;32;93
A904;2011;2;65-74;41;236
A904;2011;2;65-74;42;386
A904;2011;2;65-74;51;168
A904;2011;2;65-74;52;94
A904;2011;2;65-74;53;138
A904;2011;2;65-74;63;153
A904;2011;2;65-74;64;265
A904;2011;2;65-74;71;203
A904;2011;2;65-74;72;182
A904;2011;2;65-74;80;472
A904;2011;2;75+;10;862
A904;2011;2;75+;20;757
A904;2011;2;75+;31;169
A904;2011;2;75+;32;127
A904;2011;2;75+;41;228
A904;2011;2;75+;42;519
A904;2011;2;75+;51;302
A904;2011;2;75+;52;124
A904;2011;2;75+;53;174
A904;2011;2;75+;63;235
A904;2011;2;75+;64;580
A904;2011;2;75+;71;367
A904;2011;2;75+;72;274
A904;2011;2;75+;80;538
A905;2007;1;15-34;10;19
A905;2007;1;15-34;20;26
A905;2007;1;15-34;31;6
A905;2007;1;15-34;32;9
A905;2007;1;15-34;41;3
A905;2007;1;15-34;42;9
A905;2007;1;15-34;51;10
A905;2007;1;15-34;52;5
A905;2007;1;15-34;53;4
A905;2007;1;15-34;63;5
A905;2007;1;15-34;64;13
A905;2007;1;15-34;71;9
A905;2007;1;15-34;72;12
A905;2007;1;15-34;80;17
A905;2007;1;35-44;10;21
A905;2007;1;35-44;20;23
A905;2007;1;35-44;31;10
A905;2007;1;35-44;32;17
A905;2007;1;35-44;41;8
A905;2007;1;35-44;42;5
A905;2007;1;35-44;51;10
A905;2007;1;35-44;52;4
A905;2007;1;35-44;53;6
A905;2007;1;35-44;63;6
A905;2007;1;35-44;64;26
A905;2007;1;35-44;71;7
A905;2007;1;35-44;72;8
A905;2007;1;35-44;80;22
A905;2007;1;45-54;10;30
A905;2007;1;45-54;20;44
A905;2007;1;45-54;31;27
A905;2007;1;45-54;32;27
A905;2007;1;45-54;41;11
A905;2007;1;45-54;42;23
A905;2007;1;45-54;51;18
A905;2007;1;45-54;52;11
A905;2007;1;45-54;53;10
A905;2007;1;45-54;63;24
A905;2007;1;45-54;64;32
A905;2007;1;45-54;71;19
A905;2007;1;45-54;72;10
A905;2007;1;45-54;80;38
A905;2007;1;55-64;10;94
A905;2007;1;55-64;20;96
A905;2007;1;55-64;31;31
A905;2007;1;55-64;32;69
A905;2007;1;55-64;41;26
A905;2007;1;55-64;42;41
A905;2007;1;55-64;51;41
A905;2007;1;55-64;52;39
A905;2007;1;55-64;53;42
A905;2007;1;55-64;63;35
A905;2007;1;55-64;64;84
A905;2007;1;55-64;71;46
A905;2007;1;55-64;72;46
A905;2007;1;55-64;80;66
A905;2007;1;65-74;10;91
A905;2007;1;65-74;20;87
A905;2007;1;65-74;31;53
A905;2007;1;65-74;32;51
A905;2007;1;65-74;41;25
A905;2007;1;65-74;42;48
A905;2007;1;65-74;51;34
A905;2007;1;65-74;52;29
A905;2007;1;65-74;53;37
A905;2007;1;65-74;63;46
A905;2007;1;65-74;64;103
A905;2007;1;65-74;71;40
A905;2007;1;65-74;72;42
A905;2007;1;65-74;80;81
A905;2007;1;75+;10;113
A905;2007;1;75+;20;121
A905;2007;1;75+;31;60
A905;2007;1;75+;32;66
A905;2007;1;75+;41;24
A905;2007;1;75+;42;44
A905;2007;1;75+;51;35
A905;2007;1;75+;52;45
A905;2007;1;75+;53;40
A905;2007;1;75+;63;56
A905;2007;1;75+;64;108
A905;2007;1;75+;71;68
A905;2007;1;75+;72;57
A905;2007;1;75+;80;64
A905;2007;2;15-34;10;21
A905;2007;2;15-34;20;25
A905;2007;2;15-34;31;11
A905;2007;2;15-34;32;22
A905;2007;2;15-34;41;8
A905;2007;2;15-34;42;7
A905;2007;2;15-34;51;10
A905;2007;2;15-34;52;13
A905;2007;2;15-34;53;17
A905;2007;2;15-34;63;12
A905;2007;2;15-34;64;20
A905;2007;2;15-34;71;14
A905;2007;2;15-34;72;8
A905;2007;2;15-34;80;19
A905;2007;2;35-44;10;15
A905;2007;2;35-44;20;16
A905;2007;2;35-44;31;10
A905;2007;2;35-44;32;12
A905;2007;2;35-44;41;6
A905;2007;2;35-44;42;10
A905;2007;2;35-44;51;18
A905;2007;2;35-44;52;8
A905;2007;2;35-44;53;10
A905;2007;2;35-44;63;12
A905;2007;2;35-44;64;24
A905;2007;2;35-44;71;9
A905;2007;2;35-44;72;8
A905;2007;2;35-44;80;18
A905;2007;2;45-54;10;28
A905;2007;2;45-54;20;41
A905;2007;2;45-54;31;14
A905;2007;2;45-54;32;28
A905;2007;2;45-54;41;6
A905;2007;2;45-54;42;20
A905;2007;2;45-54;51;15
A905;2007;2;45-54;52;13
A905;2007;2;45-54;53;14
A905;2007;2;45-54;63;21
A905;2007;2;45-54;64;41
A905;2007;2;45-54;71;8
A905;2007;2;45-54;72;19
A905;2007;2;45-54;80;28
A905;2007;2;55-64;10;65
A905;2007;2;55-64;20;68
A905;2007;2;55-64;31;45
A905;2007;2;55-64;32;52
A905;2007;2;55-64;41;23
A905;2007;2;55-64;42;49
A905;2007;2;55-64;51;34
A905;2007;2;55-64;52;27
A905;2007;2;55-64;53;33
A905;2007;2;55-64;63;30
A905;2007;2;55-64;64;75
A905;2007;2;55-64;71;34
A905;2007;2;55-64;72;36
A905;2007;2;55-64;80;55
A905;2007;2;65-74;10;87
A905;2007;2;65-74;20;122
A905;2007;2;65-74;31;52
A905;2007;2;65-74;32;102
A905;2007;2;65-74;41;31
A905;2007;2;65-74;42;53
A905;2007;2;65-74;51;44
A905;2007;2;65-74;52;36
A905;2007;2;65-74;53;42
A905;2007;2;65-74;63;46
A905;2007;2;65-74;64;105
A905;2007;2;65-74;71;53
A905;2007;2;65-74;72;56
A905;2007;2;65-74;80;111
A905;2007;2;75+;10;219
A905;2007;2;75+;20;213
A905;2007;2;75+;31;115
A905;2007;2;75+;32;162
A905;2007;2;75+;41;51
A905;2007;2;75+;42;100
A905;2007;2;75+;51;83
A905;2007;2;75+;52;79
A905;2007;2;75+;53;85
A905;2007;2;75+;63;106
A905;2007;2;75+;64;240
A905;2007;2;75+;71;92
A905;2007;2;75+;72;114
A905;2007;2;75+;80;156
A905;2008;1;15-34;10;15
A905;2008;1;15-34;20;21
A905;2008;1;15-34;31;12
A905;2008;1;15-34;32;8
A905;2008;1;15-34;41;1
A905;2008;1;15-34;42;9
A905;2008;1;15-34;51;8
A905;2008;1;15-34;52;8
A905;2008;1;15-34;53;6
A905;2008;1;15-34;63;8
A905;2008;1;15-34;64;17
A905;2008;1;15-34;71;5
A905;2008;1;15-34;72;4
A905;2008;1;15-34;80;16
A905;2008;1;35-44;10;25
A905;2008;1;35-44;20;24
A905;2008;1;35-44;31;14
A905;2008;1;35-44;32;21
A905;2008;1;35-44;41;6
A905;2008;1;35-44;42;20
A905;2008;1;35-44;51;8
A905;2008;1;35-44;52;12
A905;2008;1;35-44;53;12
A905;2008;1;35-44;63;8
A905;2008;1;35-44;64;30
A905;2008;1;35-44;71;6
A905;2008;1;35-44;72;13
A905;2008;1;35-44;80;26
A905;2008;1;45-54;10;33
A905;2008;1;45-54;20;61
A905;2008;1;45-54;31;26
A905;2008;1;45-54;32;30
A905;2008;1;45-54;41;9
A905;2008;1;45-54;42;20
A905;2008;1;45-54;51;19
A905;2008;1;45-54;52;19
A905;2008;1;45-54;53;17
A905;2008;1;45-54;63;19
A905;2008;1;45-54;64;40
A905;2008;1;45-54;71;30
A905;2008;1;45-54;72;16
A905;2008;1;45-54;80;44
A905;2008;1;55-64;10;70
A905;2008;1;55-64;20;88
A905;2008;1;55-64;31;53
A905;2008;1;55-64;32;66
A905;2008;1;55-64;41;18
A905;2008;1;55-64;42;60
A905;2008;1;55-64;51;46
A905;2008;1;55-64;52;39
A905;2008;1;55-64;53;46
A905;2008;1;55-64;63;38
A905;2008;1;55-64;64;98
A905;2008;1;55-64;71;58
A905;2008;1;55-64;72;33
A905;2008;1;55-64;80;59
A905;2008;1;65-74;10;84
A905;2008;1;65-74;20;116
A905;2008;1;65-74;31;52
A905;2008;1;65-74;32;52
A905;2008;1;65-74;41;26
A905;2008;1;65-74;42;68
A905;2008;1;65-74;51;31
A905;2008;1;65-74;52;38
A905;2008;1;65-74;53;46
A905;2008;1;65-74;63;46
A905;2008;1;65-74;64;98
A905;2008;1;65-74;71;55
A905;2008;1;65-74;72;31
A905;2008;1;65-74;80;82
A905;2008;1;75+;10;104
A905;2008;1;75+;20;131
A905;2008;1;75+;31;49
A905;2008;1;75+;32;84
A905;2008;1;75+;41;27
A905;2008;1;75+;42;44
A905;2008;1;75+;51;29
A905;2008;1;75+;52;38
A905;2008;1;75+;53;41
A905;2008;1;75+;63;47
A905;2008;1;75+;64;115
A905;2008;1;75+;71;67
A905;2008;1;75+;72;52
A905;2008;1;75+;80;76
A905;2008;2;15-34;10;20
A905;2008;2;15-34;20;28
A905;2008;2;15-34;31;11
A905;2008;2;15-34;32;10
A905;2008;2;15-34;41;4
A905;2008;2;15-34;42;19
A905;2008;2;15-34;51;9
A905;2008;2;15-34;52;12
A905;2008;2;15-34;53;13
A905;2008;2;15-34;63;13
A905;2008;2;15-34;64;27
A905;2008;2;15-34;71;11
A905;2008;2;15-34;72;11
A905;2008;2;15-34;80;17
A905;2008;2;35-44;10;18
A905;2008;2;35-44;20;15
A905;2008;2;35-44;31;10
A905;2008;2;35-44;32;17
A905;2008;2;35-44;41;7
A905;2008;2;35-44;42;14
A905;2008;2;35-44;51;9
A905;2008;2;35-44;52;12
A905;2008;2;35-44;53;11
A905;2008;2;35-44;63;14
A905;2008;2;35-44;64;26
A905;2008;2;35-44;71;14
A905;2008;2;35-44;72;14
A905;2008;2;35-44;80;24
A905;2008;2;45-54;10;20
A905;2008;2;45-54;20;33
A905;2008;2;45-54;31;25
A905;2008;2;45-54;32;22
A905;2008;2;45-54;41;9
A905;2008;2;45-54;42;24
A905;2008;2;45-54;51;16
A905;2008;2;45-54;52;17
A905;2008;2;45-54;53;15
A905;2008;2;45-54;63;15
A905;2008;2;45-54;64;40
A905;2008;2;45-54;71;18
A905;2008;2;45-54;72;7
A905;2008;2;45-54;80;16
A905;2008;2;55-64;10;76
A905;2008;2;55-64;20;68
A905;2008;2;55-64;31;42
A905;2008;2;55-64;32;44
A905;2008;2;55-64;41;18
A905;2008;2;55-64;42;49
A905;2008;2;55-64;51;26
A905;2008;2;55-64;52;15
A905;2008;2;55-64;53;24
A905;2008;2;55-64;63;37
A905;2008;2;55-64;64;91
A905;2008;2;55-64;71;25
A905;2008;2;55-64;72;28
A905;2008;2;55-64;80;61
A905;2008;2;65-74;10;93
A905;2008;2;65-74;20;111
A905;2008;2;65-74;31;86
A905;2008;2;65-74;32;92
A905;2008;2;65-74;41;30
A905;2008;2;65-74;42;55
A905;2008;2;65-74;51;34
A905;2008;2;65-74;52;43
A905;2008;2;65-74;53;39
A905;2008;2;65-74;63;55
A905;2008;2;65-74;64;110
A905;2008;2;65-74;71;57
A905;2008;2;65-74;72;68
A905;2008;2;65-74;80;109
A905;2008;2;75+;10;220
A905;2008;2;75+;20;238
A905;2008;2;75+;31;125
A905;2008;2;75+;32;182
A905;2008;2;75+;41;52
A905;2008;2;75+;42;112
A905;2008;2;75+;51;56
A905;2008;2;75+;52;85
A905;2008;2;75+;53;84
A905;2008;2;75+;63;116
A905;2008;2;75+;64;258
A905;2008;2;75+;71;103
A905;2008;2;75+;72;122
A905;2008;2;75+;80;165
A905;2009;1;15-34;10;7
A905;2009;1;15-34;20;23
A905;2009;1;15-34;31;6
A905;2009;1;15-34;32;9
A905;2009;1;15-34;41;6
A905;2009;1;15-34;42;9
A905;2009;1;15-34;51;7
A905;2009;1;15-34;52;8
A905;2009;1;15-34;53;4
A905;2009;1;15-34;63;10
A905;2009;1;15-34;64;9
A905;2009;1;15-34;71;12
A905;2009;1;15-34;72;3
A905;2009;1;15-34;80;15
A905;2009;1;35-44;10;18
A905;2009;1;35-44;20;36
A905;2009;1;35-44;31;10
A905;2009;1;35-44;32;17
A905;2009;1;35-44;41;13
A905;2009;1;35-44;42;23
A905;2009;1;35-44;51;11
A905;2009;1;35-44;52;14
A905;2009;1;35-44;53;24
A905;2009;1;35-44;63;10
A905;2009;1;35-44;64;30
A905;2009;1;35-44;71;15
A905;2009;1;35-44;72;16
A905;2009;1;35-44;80;35
A905;2009;1;45-54;10;33
A905;2009;1;45-54;20;58
A905;2009;1;45-54;31;26
A905;2009;1;45-54;32;17
A905;2009;1;45-54;41;10
A905;2009;1;45-54;42;24
A905;2009;1;45-54;51;27
A905;2009;1;45-54;52;20
A905;2009;1;45-54;53;27
A905;2009;1;45-54;63;30
A905;2009;1;45-54;64;63
A905;2009;1;45-54;71;20
A905;2009;1;45-54;72;13
A905;2009;1;45-54;80;51
A905;2009;1;55-64;10;119
A905;2009;1;55-64;20;130
A905;2009;1;55-64;31;50
A905;2009;1;55-64;32;55
A905;2009;1;55-64;41;32
A905;2009;1;55-64;42;60
A905;2009;1;55-64;51;43
A905;2009;1;55-64;52;43
A905;2009;1;55-64;53;38
A905;2009;1;55-64;63;42
A905;2009;1;55-64;64;104
A905;2009;1;55-64;71;54
A905;2009;1;55-64;72;42
A905;2009;1;55-64;80;82
A905;2009;1;65-74;10;102
A905;2009;1;65-74;20;126
A905;2009;1;65-74;31;55
A905;2009;1;65-74;32;73
A905;2009;1;65-74;41;26
A905;2009;1;65-74;42;59
A905;2009;1;65-74;51;37
A905;2009;1;65-74;52;45
A905;2009;1;65-74;53;39
A905;2009;1;65-74;63;58
A905;2009;1;65-74;64;100
A905;2009;1;65-74;71;77
A905;2009;1;65-74;72;47
A905;2009;1;65-74;80;80
A905;2009;1;75+;10;157
A905;2009;1;75+;20;178
A905;2009;1;75+;31;69
A905;2009;1;75+;32;85
A905;2009;1;75+;41;26
A905;2009;1;75+;42;55
A905;2009;1;75+;51;37
A905;2009;1;75+;52;55
A905;2009;1;75+;53;51
A905;2009;1;75+;63;52
A905;2009;1;75+;64;116
A905;2009;1;75+;71;61
A905;2009;1;75+;72;51
A905;2009;1;75+;80;90
A905;2009;2;15-34;10;27
A905;2009;2;15-34;20;33
A905;2009;2;15-34;31;11
A905;2009;2;15-34;32;8
A905;2009;2;15-34;41;12
A905;2009;2;15-34;42;7
A905;2009;2;15-34;51;19
A905;2009;2;15-34;52;14
A905;2009;2;15-34;53;8
A905;2009;2;15-34;63;17
A905;2009;2;15-34;64;34
A905;2009;2;15-34;71;18
A905;2009;2;15-34;72;8
A905;2009;2;15-34;80;26
A905;2009;2;35-44;10;26
A905;2009;2;35-44;20;28
A905;2009;2;35-44;31;20
A905;2009;2;35-44;32;17
A905;2009;2;35-44;41;4
A905;2009;2;35-44;42;16
A905;2009;2;35-44;51;17
A905;2009;2;35-44;52;17
A905;2009;2;35-44;53;8
A905;2009;2;35-44;63;17
A905;2009;2;35-44;64;26
A905;2009;2;35-44;71;9
A905;2009;2;35-44;72;9
A905;2009;2;35-44;80;21
A905;2009;2;45-54;10;29
A905;2009;2;45-54;20;38
A905;2009;2;45-54;31;29
A905;2009;2;45-54;32;18
A905;2009;2;45-54;41;23
A905;2009;2;45-54;42;17
A905;2009;2;45-54;51;8
A905;2009;2;45-54;52;18
A905;2009;2;45-54;53;12
A905;2009;2;45-54;63;21
A905;2009;2;45-54;64;42
A905;2009;2;45-54;71;17
A905;2009;2;45-54;72;13
A905;2009;2;45-54;80;21
A905;2009;2;55-64;10;66
A905;2009;2;55-64;20;77
A905;2009;2;55-64;31;40
A905;2009;2;55-64;32;29
A905;2009;2;55-64;41;15
A905;2009;2;55-64;42;48
A905;2009;2;55-64;51;31
A905;2009;2;55-64;52;31
A905;2009;2;55-64;53;28
A905;2009;2;55-64;63;28
A905;2009;2;55-64;64;91
A905;2009;2;55-64;71;37
A905;2009;2;55-64;72;21
A905;2009;2;55-64;80;68
A905;2009;2;65-74;10;132
A905;2009;2;65-74;20;157
A905;2009;2;65-74;31;76
A905;2009;2;65-74;32;96
A905;2009;2;65-74;41;35
A905;2009;2;65-74;42;71
A905;2009;2;65-74;51;35
A905;2009;2;65-74;52;44
A905;2009;2;65-74;53;48
A905;2009;2;65-74;63;86
A905;2009;2;65-74;64;134
A905;2009;2;65-74;71;65
A905;2009;2;65-74;72;73
A905;2009;2;65-74;80;105
A905;2009;2;75+;10;250
A905;2009;2;75+;20;286
A905;2009;2;75+;31;150
A905;2009;2;75+;32;162
A905;2009;2;75+;41;58
A905;2009;2;75+;42;114
A905;2009;2;75+;51;67
A905;2009;2;75+;52;95
A905;2009;2;75+;53;81
A905;2009;2;75+;63;113
A905;2009;2;75+;64;275
A905;2009;2;75+;71;104
A905;2009;2;75+;72;120
A905;2009;2;75+;80;197
A905;2010;1;15-34;10;16
A905;2010;1;15-34;20;10
A905;2010;1;15-34;31;6
A905;2010;1;15-34;32;13
A905;2010;1;15-34;41;3
A905;2010;1;15-34;42;11
A905;2010;1;15-34;51;12
A905;2010;1;15-34;52;4
A905;2010;1;15-34;53;6
A905;2010;1;15-34;63;5
A905;2010;1;15-34;64;10
A905;2010;1;15-34;71;9
A905;2010;1;15-34;72;6
A905;2010;1;15-34;80;11
A905;2010;1;35-44;10;22
A905;2010;1;35-44;20;34
A905;2010;1;35-44;31;15
A905;2010;1;35-44;32;21
A905;2010;1;35-44;41;10
A905;2010;1;35-44;42;24
A905;2010;1;35-44;51;16
A905;2010;1;35-44;52;9
A905;2010;1;35-44;53;8
A905;2010;1;35-44;63;9
A905;2010;1;35-44;64;26
A905;2010;1;35-44;71;16
A905;2010;1;35-44;72;20
A905;2010;1;35-44;80;31
A905;2010;1;45-54;10;33
A905;2010;1;45-54;20;45
A905;2010;1;45-54;31;31
A905;2010;1;45-54;32;32
A905;2010;1;45-54;41;15
A905;2010;1;45-54;42;30
A905;2010;1;45-54;51;10
A905;2010;1;45-54;52;19
A905;2010;1;45-54;53;28
A905;2010;1;45-54;63;30
A905;2010;1;45-54;64;45
A905;2010;1;45-54;71;38
A905;2010;1;45-54;72;17
A905;2010;1;45-54;80;50
A905;2010;1;55-64;10;89
A905;2010;1;55-64;20;116
A905;2010;1;55-64;31;56
A905;2010;1;55-64;32;72
A905;2010;1;55-64;41;26
A905;2010;1;55-64;42;59
A905;2010;1;55-64;51;47
A905;2010;1;55-64;52;52
A905;2010;1;55-64;53;34
A905;2010;1;55-64;63;52
A905;2010;1;55-64;64;118
A905;2010;1;55-64;71;56
A905;2010;1;55-64;72;32
A905;2010;1;55-64;80;99
